,portfolio,market
2008-08-28,1.0,1.0
2008-08-29,1.0,1.0
2008-09-02,1.0,1.0
2008-09-03,1.0,1.0
2008-09-04,1.0,1.0
2008-09-05,1.0,1.0
2008-09-08,1.0,1.0
2008-09-09,1.0,1.0
2008-09-10,1.0,1.0
2008-09-11,1.0,1.0
2008-09-12,1.0,1.0
2008-09-15,1.0,1.0
2008-09-16,1.0,1.0
2008-09-17,1.0,1.0
2008-09-18,1.0,1.0
2008-09-19,1.0,1.0
2008-09-22,1.0,1.0
2008-09-23,1.0,1.0
2008-09-24,1.0,1.0
2008-09-25,1.0,1.0
2008-09-26,1.0,1.0
2008-09-29,1.0,1.0
2008-09-30,1.0,1.0
2008-10-01,1.0,1.0
2008-10-02,1.0,1.0
2008-10-03,1.0,1.0
2008-10-06,1.0,1.0
2008-10-07,1.0,1.0
2008-10-08,1.0,1.0
2008-10-09,1.0,1.0
2008-10-10,1.0,1.0
2008-10-13,1.0,1.0
2008-10-14,1.0,1.0
2008-10-15,1.0,1.0
2008-10-16,1.0,1.0
2008-10-17,1.0,1.0
2008-10-20,1.0,1.0
2008-10-21,1.0,1.0
2008-10-22,1.0,1.0
2008-10-23,1.0,1.0
2008-10-24,1.0,1.0
2008-10-27,1.0,1.0
2008-10-28,1.0,1.0
2008-10-29,1.0,1.0
2008-10-30,1.0,1.0
2008-10-31,1.0,1.0
2008-11-03,1.0,1.0
2008-11-04,1.0,1.0
2008-11-05,1.0,1.0
2008-11-06,1.0,1.0
2008-11-07,1.0,1.0
2008-11-10,1.0,1.0
2008-11-11,1.0,1.0
2008-11-12,1.0,1.0
2008-11-13,1.0,1.0
2008-11-14,1.0,1.0
2008-11-17,1.0,1.0
2008-11-18,1.0,1.0
2008-11-19,1.0,1.0
2008-11-20,1.0,1.0
2008-11-21,1.0,1.0
2008-11-24,1.0,1.0
2008-11-25,1.0,1.0
2008-11-26,1.0,1.0
2008-11-28,1.0,1.0
2008-12-01,1.0,1.0
2008-12-02,1.0,1.0
2008-12-03,1.0,1.0
2008-12-04,1.0,1.0
2008-12-05,1.0,1.0
2008-12-08,1.0,1.0
2008-12-09,1.0,1.0
2008-12-10,1.0,1.0
2008-12-11,1.0,1.0
2008-12-12,1.0,1.0
2008-12-15,1.0,1.0
2008-12-16,1.0,1.0
2008-12-17,1.0,1.0
2008-12-18,1.0,1.0
2008-12-19,1.0,1.0
2008-12-22,1.0,1.0
2008-12-23,1.0,1.0
2008-12-24,1.0,1.0
2008-12-26,1.0,1.0
2008-12-29,1.0,1.0
2008-12-30,1.0,1.0
2008-12-31,1.0,1.0
2009-01-02,1.0,1.0
2009-01-05,1.0,1.0
2009-01-06,1.0,1.0
2009-01-07,1.0,1.0
2009-01-08,1.0,1.0
2009-01-09,1.0,1.0
2009-01-12,1.0,1.0
2009-01-13,1.0,1.0
2009-01-14,1.0,1.0
2009-01-15,1.0,1.0
2009-01-16,1.0,1.0
2009-01-20,1.0,1.0
2009-01-21,1.0,1.0
2009-01-22,1.0,1.0
2009-01-23,1.0,1.0
2009-01-26,1.0,1.0
2009-01-27,1.0,1.0
2009-01-28,1.0,1.0
2009-01-29,1.0,1.0
2009-01-30,1.0,1.0
2009-02-02,1.0,1.0
2009-02-03,1.0,1.0
2009-02-04,1.0,1.0
2009-02-05,1.0,1.0
2009-02-06,1.0,1.0
2009-02-09,1.0,1.0
2009-02-10,1.0,1.0
2009-02-11,1.0,1.0
2009-02-12,1.0,1.0
2009-02-13,1.0,1.0
2009-02-17,1.0,1.0
2009-02-18,1.0,1.0
2009-02-19,1.0,1.0
2009-02-20,1.0,1.0
2009-02-23,1.0,1.0
2009-02-24,1.0,1.0
2009-02-25,1.0,1.0
2009-02-26,1.0,1.0
2009-02-27,1.0,1.0
2009-03-02,1.0,1.0
2009-03-03,1.0,1.0
2009-03-04,1.0,1.0
2009-03-05,1.0,1.0
2009-03-06,1.0,1.0
2009-03-09,1.0,1.0
2009-03-10,1.0,1.0
2009-03-11,1.0,1.0
2009-03-12,1.0,1.0
2009-03-13,1.0,1.0
2009-03-16,1.0,1.0
2009-03-17,1.0,1.0
2009-03-18,1.0,1.0
2009-03-19,1.0,1.0
2009-03-20,1.0,1.0
2009-03-23,1.0,1.0
2009-03-24,1.0,1.0
2009-03-25,1.0,1.0
2009-03-26,1.0,1.0
2009-03-27,1.0,1.0
2009-03-30,1.0,1.0
2009-03-31,1.0,1.0
2009-04-01,1.0,1.0
2009-04-02,1.0,1.0
2009-04-03,1.0,1.0
2009-04-06,1.0,1.0
2009-04-07,1.0,1.0
2009-04-08,1.0,1.0
2009-04-09,1.0,1.0
2009-04-13,1.0,1.0
2009-04-14,1.0,1.0
2009-04-15,1.0,1.0
2009-04-16,1.0,1.0
2009-04-17,1.0,1.0
2009-04-20,1.0,1.0
2009-04-21,1.0,1.0
2009-04-22,1.0,1.0
2009-04-23,1.0,1.0
2009-04-24,1.0,1.0
2009-04-27,1.0,1.0
2009-04-28,1.0,1.0
2009-04-29,1.0,1.0
2009-04-30,1.0,1.0
2009-05-01,1.0,1.0
2009-05-04,1.0,1.0
2009-05-05,1.0,1.0
2009-05-06,1.0,1.0
2009-05-07,1.0,1.0
2009-05-08,1.0,1.0
2009-05-11,1.0,1.0
2009-05-12,1.0,1.0
2009-05-13,1.0,1.0
2009-05-14,1.0,1.0
2009-05-15,1.0,1.0
2009-05-18,1.0,1.0
2009-05-19,1.0,1.0
2009-05-20,1.0,1.0
2009-05-21,1.0,1.0
2009-05-22,1.0,1.0
2009-05-26,1.0,1.0
2009-05-27,1.0,1.0
2009-05-28,1.0,1.0
2009-05-29,1.0,1.0
2009-06-01,1.0,1.0
2009-06-02,1.0,1.0
2009-06-03,1.0,1.0
2009-06-04,1.0,1.0
2009-06-05,1.0,1.0
2009-06-08,1.0,1.0
2009-06-09,1.0,1.0
2009-06-10,1.0,1.0
2009-06-11,1.0,1.0
2009-06-12,1.0,1.0
2009-06-15,1.0,1.0
2009-06-16,1.0,1.0
2009-06-17,1.0,1.0
2009-06-18,1.0,1.0
2009-06-19,1.0,1.0
2009-06-22,1.0,1.0
2009-06-23,1.0,1.0
2009-06-24,1.0,1.0
2009-06-25,1.0,1.0
2009-06-26,1.0,1.0
2009-06-29,1.0,1.0
2009-06-30,1.0,1.0
2009-07-01,1.0,1.0
2009-07-02,1.0,1.0
2009-07-06,1.0,1.0
2009-07-07,1.0,1.0
2009-07-08,1.0,1.0
2009-07-09,1.0,1.0
2009-07-10,1.0,1.0
2009-07-13,1.0,1.0
2009-07-14,1.0,1.0
2009-07-15,1.0,1.0
2009-07-16,1.0,1.0
2009-07-17,1.0,1.0
2009-07-20,1.0,1.0
2009-07-21,1.0,1.0
2009-07-22,1.0,1.0
2009-07-23,1.0,1.0
2009-07-24,1.0,1.0
2009-07-27,1.0,1.0
2009-07-28,1.0,1.0
2009-07-29,1.0,1.0
2009-07-30,1.0,1.0
2009-07-31,1.0,1.0
2009-08-03,1.0,1.0
2009-08-04,1.0,1.0
2009-08-05,0.985869801980069,0.9879652080727497
2009-08-06,0.9740784183396799,0.9772174463727191
2009-08-07,0.9862644215671027,0.9884459171313642
2009-08-10,0.9805132961807679,0.9832024807412858
2009-08-11,0.9637830195808128,0.9681555047962734
2009-08-12,0.9853080462375484,0.9876631964168003
2009-08-13,0.9982152312388948,0.9918350611818562
2009-08-14,0.976241779718847,0.9822614406854291
2009-08-17,0.9459370005658997,0.9609295909725785
2009-08-18,0.9669975004218806,0.9803600047782821
2009-08-19,0.9754159472892329,0.9916485929864177
2009-08-20,0.9860555752935358,1.0027774270644438
2009-08-21,1.0007925768163646,1.0217395498533937
2009-08-24,0.9894887654104848,1.0163871213262445
2009-08-25,0.9973262282661955,1.0200987149230096
2009-08-26,1.002111091124511,1.0227340012489694
2009-08-27,1.0094858469555976,1.0258909695155383
2009-08-28,1.0315567286581075,1.030808412190865
2009-08-31,1.0206503939806588,1.0226275517403947
2009-09-01,0.9910349721048044,1.0043722124854075
2009-09-02,0.9872298741642886,1.0007365330788482
2009-09-03,0.9915834067547779,1.010125647829576
2009-09-04,1.0143963227620956,1.0266767083651849
2009-09-08,1.0319547701842053,1.0414325309735935
2009-09-09,1.052487844275962,1.0564160192304721
2009-09-10,1.063126000065731,1.068262272031229
2009-09-11,1.0511826608887276,1.0630137655610998
2009-09-14,1.051763193739537,1.0614461369249302
2009-09-15,1.0718177747282398,1.0668223747354904
2009-09-16,1.0863039585785694,1.0847469149075109
2009-09-17,1.0665311394770278,1.075995981534468
2009-09-18,1.0749769395703974,1.086611756942184
2009-09-21,1.0743779310037551,1.0862892306622876
2009-09-22,1.0794737267159784,1.0905762751069443
2009-09-23,1.0747626334831824,1.0833195111245855
2009-09-24,1.0628089636013887,1.0734809453714584
2009-09-25,1.052437900032247,1.0651810364521668
2009-09-28,1.0678416030868862,1.0821040350861062
2009-09-29,1.058203970558107,1.0767080987400424
2009-09-30,1.0692059167437324,1.082135310443969
2009-10-01,1.0251869505390698,1.0463516884442192
2009-10-02,1.028860031357694,1.0494304026323478
2009-10-05,1.0380674304069326,1.0461074175173202
2009-10-06,1.0629478657268396,1.060115899488831
2009-10-07,1.0595187874796723,1.0569846478482319
2009-10-08,1.0621762934715784,1.053667209222032
2009-10-09,1.0786662284000712,1.0631319957275762
2009-10-12,1.082117141402338,1.0595653258632574
2009-10-13,1.0852127828368454,1.0616303264479807
2009-10-14,1.0928711911009377,1.072398208154738
2009-10-15,1.0889341838930593,1.0760532344019584
2009-10-16,1.064479108220814,1.058543225762031
2009-10-19,1.0818652412367509,1.0666222370403386
2009-10-20,1.0841091660769493,1.0641351029011867
2009-10-21,1.081671612146929,1.0590016317985718
2009-10-22,1.0999873064780559,1.0695292482380114
2009-10-23,1.1074376933276446,1.0994068632812422
2009-10-26,1.0990640772618034,1.099273327852073
2009-10-27,1.0734022377911951,1.0863164062811008
2009-10-28,1.036807730653844,1.0582196643643036
2009-10-29,1.0688876214031278,1.075060228613235
2009-10-30,1.0343341554397099,1.0496916120747093
2009-11-02,1.039084219243452,1.0520209067084312
2009-11-03,1.0341921292626806,1.0507058393464417
2009-11-04,1.043409879734414,1.0532456345999985
2009-11-05,1.0707407919934486,1.0828822408211038
2009-11-06,1.0837927376491392,1.0945528556091009
2009-11-09,1.1143638571936445,1.1145502153970226
2009-11-10,1.1104289678180144,1.1098246743445295
2009-11-11,1.1314325703559982,1.1267788751716803
2009-11-12,1.1213245773403948,1.1119160311151293
2009-11-13,1.1393143905363847,1.1275149277405119
2009-11-16,1.1571723936079423,1.1439851987285852
2009-11-17,1.1676428083062855,1.146187597263921
2009-11-18,1.160890428096784,1.1388115950748763
2009-11-19,1.1211909250481156,1.1169465532453204
2009-11-20,1.1162588045359059,1.114589809476688
2009-11-23,1.132769351516522,1.1292195692923994
2009-11-24,1.1292161862094423,1.125294597672813
2009-11-25,1.13276391474905,1.1314959209454227
2009-11-27,1.1117420331079593,1.110394020691944
2009-11-30,1.1199420501249822,1.1202618061781693
2009-12-01,1.1319538756814138,1.1363503538377615
2009-12-02,1.1468941805746962,1.1463368435198444
2009-12-03,1.1476823194096606,1.1413270819290628
2009-12-04,1.1518832834665678,1.1463145328809814
2009-12-07,1.1717427062354202,1.1503362423205128
2009-12-08,1.153950723810567,1.1360085118282648
2009-12-09,1.1697097681920061,1.1401073500957535
2009-12-10,1.1679354926319536,1.1439738186693467
2009-12-11,1.1587599090822152,1.1363853429858872
2009-12-14,1.1795308049596516,1.1472399587331357
2009-12-15,1.1739680136015112,1.14262189296707
2009-12-16,1.1845175462503295,1.150150806562772
2009-12-17,1.1650893438688286,1.134457276371976
2009-12-18,1.1770989754040018,1.1397443513051773
2009-12-21,1.200743271992826,1.1606280204721926
2009-12-22,1.2130348397366273,1.1728305410949953
2009-12-23,1.2323796510790184,1.1928554846809776
2009-12-24,1.2442180394097107,1.2005394316835858
2009-12-28,1.2428713617092984,1.2043973625478532
2009-12-29,1.2426562843610127,1.2088239662451836
2009-12-30,1.2521511136835457,1.20991845304289
2009-12-31,1.243844985952214,1.1989521710842403
2010-01-04,1.2479284800015642,1.2134036433378736
2010-01-05,1.2446295260273155,1.2155381189709513
2010-01-06,1.2524506353757994,1.2215760784683347
2010-01-07,1.2333802358754926,1.211983318341822
2010-01-08,1.2366396932175474,1.2154026825535589
2010-01-11,1.226838143027167,1.2042230728052616
2010-01-12,1.2081552345488433,1.196787332533051
2010-01-13,1.232988230433818,1.2121947485677407
2010-01-14,1.218564712218766,1.207898106551658
2010-01-15,1.1940029930363933,1.1973154455628572
2010-01-19,1.213218550717584,1.2167241023041695
2010-01-20,1.2123635713964194,1.2082195797455613
2010-01-21,1.200634834305231,1.1965997922837313
2010-01-22,1.1578658598887062,1.1660264817343353
2010-01-25,1.1689632151025675,1.1693910281148265
2010-01-26,1.1655755527968503,1.1649468017993283
2010-01-27,1.1830200094627037,1.1856154563371764
2010-01-28,1.2129207855622044,1.1916221101301663
2010-01-29,1.1790772444050377,1.1685685355720983
2010-02-01,1.2037222444922993,1.1794120254613816
2010-02-02,1.2186430966309652,1.1875020993547512
2010-02-03,1.2253479620156515,1.1908955685407703
2010-02-04,1.1755725643646238,1.1486097141106428
2010-02-05,1.1924033987382963,1.1565218873291117
2010-02-08,1.1852542994144524,1.1486919047286257
2010-02-09,1.2012391430815919,1.1622713689030792
2010-02-10,1.202730502630603,1.1716875218340679
2010-02-11,1.2307250571260326,1.1940367603452504
2010-02-12,1.2388970260459216,1.1994944983521378
2010-02-16,1.2628190967790334,1.2114204144854028
2010-02-17,1.258956176661008,1.210868616642769
2010-02-18,1.2540094405415394,1.2126067997192282
2010-02-19,1.2506701821737143,1.2041706739496818
2010-02-22,1.2467228515171171,1.2033459064653462
2010-02-23,1.2180196209194087,1.1855567644778904
2010-02-24,1.2339901712730428,1.1981490042207497
2010-02-25,1.2336873797564607,1.1961961728417554
2010-02-26,1.2352991830792461,1.1945230541765517
2010-03-01,1.2739196314058279,1.2282358602182344
2010-03-02,1.280034178632893,1.2335732219878994
2010-03-03,1.2730025722845981,1.2339740989645367
2010-03-04,1.2745496811146841,1.2354292387472174
2010-03-05,1.3004562232321464,1.2583208807218305
2010-03-08,1.3047603042539795,1.263633698879083
2010-03-09,1.3237353512343775,1.2716587231188572
2010-03-10,1.338149480314725,1.2865461006236252
2010-03-11,1.3331898592929814,1.2887700062269478
2010-03-12,1.3308286090144827,1.2825017261796163
2010-03-15,1.3161571497398004,1.2816178305746895
2010-03-16,1.345764941430342,1.2912938823558398
2010-03-17,1.3571095844412921,1.2987112185121639
2010-03-18,1.3425132002902487,1.294110521358906
2010-03-19,1.3302159482952756,1.2851921930532682
2010-03-22,1.3567286880623406,1.3048084149134875
2010-03-23,1.379242098442942,1.3272363643595968
2010-03-24,1.3616162028314833,1.3094528073925462
2010-03-25,1.364947927920365,1.3125866550462395
2010-03-26,1.3743950072605573,1.3087748253628801
2010-03-29,1.3812326411386096,1.3139469806286241
2010-03-30,1.3877858218869576,1.32029937723203
2010-03-31,1.3795657020648924,1.311161315297163
2010-04-01,1.3857487839542928,1.3134892887643408
2010-04-05,1.4163720959218815,1.3290448683230882
2010-04-06,1.419208066059113,1.329608953980757
2010-04-07,1.41084716669266,1.3177734308048303
2010-04-08,1.407845419361511,1.3252353606002405
2010-04-09,1.4207845135650112,1.3359540377180783
2010-04-12,1.4282598419065524,1.3432580167003203
2010-04-13,1.4493067569590055,1.3601638326132164
2010-04-14,1.4627005526275063,1.3748265162902813
2010-04-15,1.4739841381160337,1.3830349248741283
2010-04-16,1.4450332505677912,1.360266786039842
2010-04-19,1.4436121461606217,1.357896288106094
2010-04-20,1.4600502321035012,1.3715328233436261
2010-04-21,1.4632689309529927,1.3735714756529454
2010-04-22,1.5210645545169508,1.400402181676556
2010-04-23,1.520458407270382,1.3908700833925165
2010-04-26,1.5441910358537203,1.404264203069429
2010-04-27,1.4866153446864931,1.3725538247028461
2010-04-28,1.4723179095210075,1.3742722776575118
2010-04-29,1.5059532614753959,1.4007302678979423
2010-04-30,1.453714674029096,1.3708454802712522
2010-05-03,1.4763712700779184,1.3920213821372787
2010-05-04,1.4271257964396407,1.3524978996889352
2010-05-05,1.404255955242496,1.331035738256654
2010-05-06,1.3685119787278364,1.2969447884484455
2010-05-07,1.3258179127375147,1.2547989928475043
2010-05-10,1.4093228483080287,1.3228579591558762
2010-05-11,1.4056680030571487,1.3330118139755016
2010-05-12,1.458676047854886,1.3716855208764585
2010-05-13,1.4416249852755914,1.365011307321878
2010-05-14,1.3642080908181136,1.3221894624578487
2010-05-17,1.3845928303491384,1.3352148109291482
2010-05-18,1.3397897610355363,1.311058733569019
2010-05-19,1.3410506396343134,1.3097126022303083
2010-05-20,1.2912938119649986,1.2594226413805283
2010-05-21,1.3231478583976892,1.280377955673059
2010-05-24,1.3149258807740098,1.266792315254647
2010-05-25,1.3287087905982824,1.2770334514578303
2010-05-26,1.324422881807013,1.2631358301334128
2010-05-27,1.3872246753743924,1.3107545584094527
2010-05-28,1.3787655491554753,1.3082699228219639
2010-06-01,1.35701992499538,1.2857465050081167
2010-06-02,1.3915791180516381,1.3173241875391977
2010-06-03,1.3984716836116813,1.327574760906398
2010-06-04,1.343605760416449,1.2706049060111675
2010-06-07,1.3073881347786822,1.2441642763326948
2010-06-08,1.3061109716149024,1.2410846997842127
2010-06-09,1.3013687302387698,1.2442823607138374
2010-06-10,1.3486716774888377,1.2780554201808738
2010-06-11,1.3662777769670018,1.296614758510679
2010-06-14,1.384049805724467,1.3040344850476102
2010-06-15,1.4122770516567735,1.3343796166099096
2010-06-16,1.4164590514664555,1.3472189384094055
2010-06-17,1.4393596391600523,1.3548486794348413
2010-06-18,1.44231826316217,1.3520673807720869
2010-06-21,1.409852540174308,1.3308230658952624
2010-06-22,1.3869187115861674,1.3143182142984977
2010-06-23,1.389729621263616,1.3123584137204936
2010-06-24,1.3556058689889159,1.2870084097394998
2010-06-25,1.3566691733647744,1.2910333945612276
2010-06-28,1.3593812265539553,1.2918474744480397
2010-06-29,1.2981921089198822,1.2410239157714964
2010-06-30,1.270653017516019,1.2316934625612748
2010-07-01,1.275897843727844,1.232854902603124
2010-07-02,1.2657285822646986,1.229456539208465
2010-07-06,1.2742923542239657,1.2316958712380148
2010-07-07,1.3401860954959262,1.2758534735728535
2010-07-08,1.3318203329009042,1.2778884243536965
2010-07-09,1.339840597830501,1.2852947528762555
2010-07-12,1.3507651695962903,1.2885739377511174
2010-07-13,1.3727410645339337,1.306402246786087
2010-07-14,1.3916937635153677,1.3186029848303193
2010-07-15,1.3770873926305103,1.3082960545787474
2010-07-16,1.3398714039087214,1.2749653951159352
2010-07-19,1.358401247602966,1.285806965138139
2010-07-20,1.3725634889037228,1.2999704047148668
2010-07-21,1.3572180857277814,1.281805230626738
2010-07-22,1.3455775513228008,1.293746510578702
2010-07-23,1.3554780754357438,1.3037606985365302
2010-07-26,1.3487444327218823,1.3106872409160224
2010-07-27,1.3507178645511098,1.311035770509553
2010-07-28,1.3267366482727718,1.289562909766114
2010-07-29,1.2876022499743485,1.2655547645117537
2010-07-30,1.2966729691842942,1.2717308180346976
2010-08-02,1.3129393254793649,1.2917232642533683
2010-08-03,1.3091152221691045,1.294581218645705
2010-08-04,1.3298080765457818,1.3144500756498017
2010-08-05,1.3344767267057644,1.3053836333031572
2010-08-06,1.3503950349336533,1.313125207382947
2010-08-09,1.3530995021355086,1.3243513293439857
2010-08-10,1.3372800169759576,1.3176405040340053
2010-08-11,1.2960864036239839,1.2839697825168386
2010-08-12,1.3105901934210382,1.2909459988521934
2010-08-13,1.3108994788110677,1.289217984874744
2010-08-16,1.3199516622457346,1.2994989049324126
2010-08-17,1.323450525288785,1.3048375416040776
2010-08-18,1.3130165709297121,1.3005458224377557
2010-08-19,1.324457910384386,1.2937223002669227
2010-08-20,1.322467677165238,1.295115257160181
2010-08-23,1.2997209290041314,1.2841888655837064
2010-08-24,1.2646905645427862,1.2619796545940536
2010-08-25,1.2826485731475643,1.2774885706497152
2010-08-26,1.2716872749971149,1.2640497614977448
2010-08-27,1.281982713142963,1.2790001057261107
2010-08-30,1.2530235924757933,1.2555418056666172
2010-08-31,1.2392326281580346,1.245779448238158
2010-09-01,1.2863627286878188,1.2849599371076523
2010-09-02,1.3060256988733936,1.3048434638817712
2010-09-03,1.3287604764934922,1.32416868218266
2010-09-07,1.322884850636014,1.3129867014729757
2010-09-08,1.3428302445021045,1.3292773029335998
2010-09-09,1.3447725330889977,1.3364790725749691
2010-09-10,1.3419402280562138,1.3354842459885032
2010-09-13,1.3838561446406363,1.3592391209108152
2010-09-14,1.3896078496925282,1.3594423047741566
2010-09-15,1.3844993302239936,1.360556881358758
2010-09-16,1.3915987606552875,1.3654210239730267
2010-09-17,1.3891684976119005,1.36361471272386
2010-09-20,1.4132475047831594,1.3838860340941324
2010-09-21,1.4421144649278987,1.3935764260190158
2010-09-22,1.461370214365372,1.4004462345033963
2010-09-23,1.4709264302118563,1.3989718716512924
2010-09-24,1.5110591624599277,1.4340988011593077
2010-09-27,1.5025855341632794,1.448880111944857
2010-09-28,1.5049957745944558,1.447659191132242
2010-09-29,1.5205751446203328,1.4605550757866266
2010-09-30,1.4883081719128104,1.4464642845476265
2010-10-01,1.4685982939778568,1.439595710252876
2010-10-04,1.4570755148224237,1.4358392451443027
2010-10-05,1.478701531944002,1.4551079420987134
2010-10-06,1.4498207089186896,1.4365239954551547
2010-10-07,1.4495216470239178,1.4363933110946172
2010-10-08,1.4572795072478304,1.4452434390191187
2010-10-11,1.4694528005428906,1.4523364625529052
2010-10-12,1.4915155242779612,1.470238477774744
2010-10-13,1.5076975657233773,1.4823765631850598
2010-10-14,1.5053000104789807,1.4792622368779595
2010-10-15,1.5305969946322944,1.49962231323553
2010-10-18,1.5307735849318267,1.5048323960765404
2010-10-19,1.504133515599377,1.4802125501945658
2010-10-20,1.5253885254971216,1.4862584173061926
2010-10-21,1.5528655439631913,1.5028331654053613
2010-10-22,1.5678607229492638,1.5158753592991223
2010-10-25,1.5765939493335086,1.5174634179910786
2010-10-26,1.59598237768253,1.5293951756665536
2010-10-27,1.6119717584014275,1.5320169289579704
2010-10-28,1.6052922346381544,1.5283302694319947
2010-10-29,1.5888526253771769,1.521213742382326
2010-11-01,1.590702314232145,1.5127551940703348
2010-11-02,1.613055365597848,1.5169458188592726
2010-11-03,1.6243317911656598,1.5252597082826784
2010-11-04,1.6389668485595235,1.5367114704277416
2010-11-05,1.642824312644885,1.505947117671557
2010-11-08,1.6394553257286737,1.5068427197858234
2010-11-09,1.6395690590751786,1.5144058545615324
2010-11-10,1.650220893878253,1.5244131238082856
2010-11-11,1.6362841388939022,1.5107175723304083
2010-11-12,1.6456771507087604,1.504564903222508
2010-11-15,1.6269565741854028,1.4912817951790716
2010-11-16,1.5996381481090902,1.4742834837636691
2010-11-17,1.606091875004071,1.4760906383235666
2010-11-18,1.6372655849557416,1.5057168417222362
2010-11-19,1.674978686246269,1.5220334722637463
2010-11-22,1.7151327097200348,1.5458162589955302
2010-11-23,1.6877458636491385,1.525117310875603
2010-11-24,1.7146750889289628,1.551487796728268
2010-11-26,1.7190169126457937,1.5516990431707607
2010-11-29,1.7230796883755617,1.5500226982344136
2010-11-30,1.7167712078787705,1.5420963142613
2010-12-01,1.7523284699248582,1.5740432527182182
2010-12-02,1.7547490541749797,1.5830356178961393
2010-12-03,1.7563863403430187,1.5841678657317404
2010-12-06,1.7641308056110852,1.583990506302647
2010-12-07,1.760475852216708,1.5832000045970864
2010-12-08,1.771863552664534,1.587130045848482
2010-12-09,1.7956601457431562,1.5980416083897104
2010-12-10,1.8038634526201849,1.6032357592329105
2010-12-13,1.7684386335868683,1.5914912058810342
2010-12-14,1.7547160684243157,1.5999623231276416
2010-12-15,1.7400198054663458,1.5945802192006977
2010-12-16,1.7523015506888173,1.609114713798615
2010-12-17,1.7630479070569804,1.6099027822014613
2010-12-20,1.752463956531355,1.6115411404094608
2010-12-21,1.7833366404956594,1.6268199348774204
2010-12-22,1.7860660578007939,1.6301544189194666
2010-12-23,1.775200018387842,1.6264211402468736
2010-12-27,1.7750303665304528,1.6250755990037666
2010-12-28,1.780984326921927,1.6245140322640481
2010-12-29,1.7728889569040034,1.6249994449317184
2010-12-30,1.776267315026535,1.621453345355869
2010-12-31,1.776010705950167,1.6148903379714883
2011-01-03,1.7988156216546298,1.6360017993129656
2011-01-04,1.798878102191656,1.6298671941326237
2011-01-05,1.815281256186635,1.6469125570712657
2011-01-06,1.8556871011043685,1.66920779089187
2011-01-07,1.8693556691982258,1.6712332242132881
2011-01-10,1.9049054513140287,1.6841057244963036
2011-01-11,1.911241060874201,1.6996644805846037
2011-01-12,1.9883000401292277,1.7485785857057732
2011-01-13,1.993665307472704,1.7548946817216677
2011-01-14,2.0342006122843275,1.7731443767069086
2011-01-18,2.0129345666312775,1.7703368739851395
2011-01-19,1.9634108277948605,1.7297261993169986
2011-01-20,1.9579854460974762,1.7148940963080286
2011-01-21,1.9425634876571918,1.699593252858062
2011-01-24,2.0185141003566,1.74108425596558
2011-01-25,2.0364381457508767,1.7442154374023706
2011-01-26,2.0528640127501383,1.7567731055458249
2011-01-27,2.123378099267929,1.7950699584188508
2011-01-28,2.1029683378231416,1.753150733257746
2011-01-31,2.1015955135582933,1.7532808938647324
2011-02-01,2.1358144929328406,1.7699942381641274
2011-02-02,2.1488143773520862,1.7657004678396104
2011-02-03,2.139248388907306,1.7630165949660206
2011-02-04,2.1757620853052364,1.78176310167657
2011-02-07,2.1646293362698903,1.7846635975625833
2011-02-08,2.149048977572516,1.7883522745785874
2011-02-09,2.144932996589193,1.7833259565740809
2011-02-10,2.1388908391316157,1.7765455664345735
