,portfolio,market,returns,alphas
2009-02-06,1.0,1.0,0.0,0.0
2009-02-09,1.0,1.0,0.0,0.0
2009-02-10,1.0,1.0,0.0,0.0
2009-02-11,1.0,1.0,0.0,0.0
2009-02-12,1.0,1.0,0.0,0.0
2009-02-13,1.0,1.0,0.0,0.0
2009-02-17,1.0,1.0,0.0,0.0
2009-02-18,1.0,1.0,0.0,0.0
2009-02-19,1.0,1.0,0.0,0.0
2009-02-20,1.0,1.0,0.0,0.0
2009-02-23,1.0,1.0,0.0,0.0
2009-02-24,1.0,1.0,0.0,0.0
2009-02-25,1.0,1.0,0.0,0.0
2009-02-26,1.0,1.0,0.0,0.0
2009-02-27,1.0,1.0,0.0,0.0
2009-03-02,1.0,1.0,0.0,0.0
2009-03-03,1.0,1.0,0.0,0.0
2009-03-04,1.0,1.0,0.0,0.0
2009-03-05,1.0,1.0,0.0,0.0
2009-03-06,1.0,1.0,0.0,0.0
2009-03-09,1.0,1.0,0.0,0.0
2009-03-10,1.0,1.0,0.0,0.0
2009-03-11,1.0,1.0,0.0,0.0
2009-03-12,1.0,1.0,0.0,0.0
2009-03-13,1.0,1.0,0.0,0.0
2009-03-16,1.0,1.0,0.0,0.0
2009-03-17,1.0,1.0,0.0,0.0
2009-03-18,1.0,1.0,0.0,0.0
2009-03-19,1.0,1.0,0.0,0.0
2009-03-20,1.0,1.0,0.0,0.0
2009-03-23,1.0,1.0,0.0,0.0
2009-03-24,1.0,1.0,0.0,0.0
2009-03-25,1.0,1.0,0.0,0.0
2009-03-26,1.0,1.0,0.0,0.0
2009-03-27,1.0,1.0,0.0,0.0
2009-03-30,1.0,1.0,0.0,0.0
2009-03-31,1.0,1.0,0.0,0.0
2009-04-01,1.0,1.0,0.0,0.0
2009-04-02,1.0,1.0,0.0,0.0
2009-04-03,1.0,1.0,0.0,0.0
2009-04-06,1.0,1.0,0.0,0.0
2009-04-07,1.0,1.0,0.0,0.0
2009-04-08,1.0,1.0,0.0,0.0
2009-04-09,1.0,1.0,0.0,0.0
2009-04-13,1.0,1.0,0.0,0.0
2009-04-14,1.0,1.0,0.0,0.0
2009-04-15,1.0,1.0,0.0,0.0
2009-04-16,1.0,1.0,0.0,0.0
2009-04-17,1.0,1.0,0.0,0.0
2009-04-20,1.0,1.0,0.0,0.0
2009-04-21,1.0,1.0,0.0,0.0
2009-04-22,1.0,1.0,0.0,0.0
2009-04-23,1.0,1.0,0.0,0.0
2009-04-24,1.0,1.0,0.0,0.0
2009-04-27,1.0,1.0,0.0,0.0
2009-04-28,1.0,1.0,0.0,0.0
2009-04-29,1.0,1.0,0.0,0.0
2009-04-30,1.0,1.0,0.0,0.0
2009-05-01,1.0,1.0,0.0,0.0
2009-05-04,1.0,1.0,0.0,0.0
2009-05-05,1.0,1.0,0.0,0.0
2009-05-06,1.0,1.0,0.0,0.0
2009-05-07,1.0,1.0,0.0,0.0
2009-05-08,1.0,1.0,0.0,0.0
2009-05-11,1.0,1.0,0.0,0.0
2009-05-12,1.0,1.0,0.0,0.0
2009-05-13,1.0,1.0,0.0,0.0
2009-05-14,1.0,1.0,0.0,0.0
2009-05-15,1.0,1.0,0.0,0.0
2009-05-18,1.0,1.0,0.0,0.0
2009-05-19,1.0,1.0,0.0,0.0
2009-05-20,1.0,1.0,0.0,0.0
2009-05-21,1.0,1.0,0.0,0.0
2009-05-22,1.0,1.0,0.0,0.0
2009-05-26,1.0,1.0,0.0,0.0
2009-05-27,1.0,1.0,0.0,0.0
2009-05-28,1.0,1.0,0.0,0.0
2009-05-29,1.0,1.0,0.0,0.0
2009-06-01,1.0,1.0,0.0,0.0
2009-06-02,1.0,1.0,0.0,0.0
2009-06-03,1.0,1.0,0.0,0.0
2009-06-04,1.0,1.0,0.0,0.0
2009-06-05,1.0,1.0,0.0,0.0
2009-06-08,1.0,1.0,0.0,0.0
2009-06-09,1.0,1.0,0.0,0.0
2009-06-10,1.0,1.0,0.0,0.0
2009-06-11,1.0,1.0,0.0,0.0
2009-06-12,1.0,1.0,0.0,0.0
2009-06-15,1.0,1.0,0.0,0.0
2009-06-16,1.0,1.0,0.0,0.0
2009-06-17,1.0,1.0,0.0,0.0
2009-06-18,1.0,1.0,0.0,0.0
2009-06-19,1.0,1.0,0.0,0.0
2009-06-22,1.0,1.0,0.0,0.0
2009-06-23,1.0,1.0,0.0,0.0
2009-06-24,1.0,1.0,0.0,0.0
2009-06-25,1.0,1.0,0.0,0.0
2009-06-26,1.0,1.0,0.0,0.0
2009-06-29,1.0,1.0,0.0,0.0
2009-06-30,1.0,1.0,0.0,0.0
2009-07-01,1.0,1.0,0.0,0.0
2009-07-02,1.0,1.0,0.0,0.0
2009-07-06,1.0,1.0,0.0,0.0
2009-07-07,1.0,1.0,0.0,0.0
2009-07-08,1.0,1.0,0.0,0.0
2009-07-09,1.0,1.0,0.0,0.0
2009-07-10,1.0,1.0,0.0,0.0
2009-07-13,1.0,1.0,0.0,0.0
2009-07-14,1.0,1.0,0.0,0.0
2009-07-15,1.0,1.0,0.0,0.0
2009-07-16,1.0,1.0,0.0,0.0
2009-07-17,1.0,1.0,0.0,0.0
2009-07-20,1.0,1.0,0.0,0.0
2009-07-21,1.0,1.0,0.0,0.0
2009-07-22,1.0,1.0,0.0,0.0
2009-07-23,1.0,1.0,0.0,0.0
2009-07-24,1.0,1.0,0.0,0.0
2009-07-27,1.0,1.0,0.0,0.0
2009-07-28,1.0,1.0,0.0,0.0
2009-07-29,1.0,1.0,0.0,0.0
2009-07-30,1.0,1.0,0.0,0.0
2009-07-31,1.0,1.0,0.0,0.0
2009-08-03,1.0,1.0,0.0,0.0
2009-08-04,1.0,1.0,0.0,0.0
2009-08-05,0.9861976142845252,0.9879652080727497,-0.01389852415412323,-0.001767593788224442
2009-08-06,0.974687351040064,0.9772174463727191,-0.011740000594607896,-0.0025300953326551356
2009-08-07,0.9871720591831118,0.9884459171313642,0.012727595550599815,-0.0012738579482524104
2009-08-10,0.9809624063455067,0.9832024807412858,-0.006310212526956831,-0.0022400743957791125
2009-08-11,0.9649745139573178,0.9681555047962734,-0.016432446310780568,-0.003180990838955622
2009-08-12,0.9861455653919228,0.9876631964168003,0.021702285143619885,0.0002529132325677294
2009-08-13,0.9881000683091387,0.9918350611818562,0.0019800003632658974,-0.0011973596937698474
2009-08-14,0.9724099698582738,0.9822614406854291,-0.01600648094345474,-0.008697149632880562
2009-08-17,0.9494015352801481,0.9609295909725785,-0.023945671755141885,-0.009519963825237787
2009-08-18,0.9649665585999192,0.9803600047782821,0.016261623046405646,-0.012614173553059533
2009-08-19,0.974266668280587,0.9916485929864177,0.009591606368668713,-0.016080962412160178
2009-08-20,0.9851102059110273,1.0027774270644438,0.011068466068669753,-0.014058315166975267
2009-08-21,0.9985948043120635,1.0217395498533937,0.01359557585664587,-0.013263267811644434
2009-08-24,0.9918907211606955,1.0163871213262445,-0.006736153916657411,-0.012958724549502913
2009-08-25,0.9971228471234189,1.0200987149230096,0.005261037995579529,-0.0072110801004408726
2009-08-26,1.0037096750449575,1.0227340012489694,0.0065841109417207515,-0.0011265158068979458
2009-08-27,1.0072352925593437,1.0258909695155383,0.003506432198221744,-0.0005900200403000273
2009-08-28,1.017555294827011,1.030808412190865,0.01019373716417233,0.010111267029912243
2009-08-31,1.0091693339918062,1.0226275517403947,-0.008275429716447668,0.011280058962245685
2009-09-01,0.989368401069434,1.0043722124854075,-0.019816068838205966,0.00763982647443399
2009-09-02,0.9842961282819015,1.0007365330788482,-0.0051399656099919006,0.0021666990508967567
2009-09-03,0.9901476240302316,1.010125647829576,0.005927251980289093,-0.0015974786822829466
2009-09-04,1.0085732785018862,1.0266767083651849,0.018437968260328914,-0.004818837752606108
2009-09-08,1.027428970932532,1.0414325309735935,0.01852280011381414,-0.00029515432140850284
2009-09-09,1.048073926463191,1.0564160192304721,0.019894586784974414,0.007519115122805939
2009-09-10,1.0618186105902057,1.068262272031229,0.013028984358093429,0.011283267767332072
2009-09-11,1.0589326286587966,1.0630137655610998,-0.0027216616755984684,0.01711148423354393
2009-09-14,1.0551696011917158,1.0614461369249302,-0.003559933244908764,0.012334239926391453
2009-09-15,1.0640518739500937,1.0668223747354904,0.008382629933366007,0.011265462230343335
2009-09-16,1.0866969380585547,1.0847469149075109,0.021058619792240513,0.010033484614753011
2009-09-17,1.0719455535086917,1.075995981534468,-0.013667491583611137,0.0022978335729048676
2009-09-18,1.0868654808778901,1.086611756942184,0.013822575989427153,0.004179169144104454
2009-09-21,1.0869487586443254,1.0862892306622876,7.661902677386665e-05,0.006712632464121009
2009-09-22,1.089833071196256,1.0905762751069443,0.0026500719308708855,0.0019632359878436305
2009-09-23,1.0790987415891276,1.0833195111245855,-0.009898344510457157,-0.005676124098087
2009-09-24,1.0668074457152619,1.0734809453714584,-0.0114557013260545,-0.002455851516105796
2009-09-25,1.0590934090269026,1.0651810364521668,-0.007257225053573692,-0.005829927803791959
2009-09-28,1.0756434538149329,1.0821040350861062,0.015505776390923492,-0.00654820956679456
2009-09-29,1.0679388319153778,1.0767080987400424,-0.007188578723928224,-0.007373160152348852
2009-09-30,1.0779331416327507,1.082135310443969,0.009314984317440291,1.2961656366134323e-05
2009-10-01,1.0365023298687328,1.0463516884442192,-0.039193548729423634,-0.003135067296631853
2009-10-02,1.0396413927619947,1.0494304026323478,0.003023938295623885,-0.003579853322633806
2009-10-05,1.0216448492836476,1.0461074175173202,-0.01746191307552347,-0.0169358170519108
2009-10-06,1.040770539400058,1.060115899488831,0.018547416115211428,-0.010029814801921886
2009-10-07,1.0384041899186809,1.0569846478482319,-0.0022762401321743636,-0.013429362267182957
2009-10-08,1.0344390720321421,1.053667209222032,-0.003825781483226791,-0.008982051461480315
2009-10-09,1.0449426961039225,1.0631319957275762,0.010102727136825312,-0.007957053609885523
2009-10-12,1.0408240369837358,1.0595653258632574,-0.003949304942480924,0.005908104107847274
2009-10-13,1.0462156092848507,1.0616303264479807,0.005166729106583066,0.003803219403881947
2009-10-14,1.0590630751984456,1.072398208154738,0.01220515399876394,0.005312262787832712
2009-10-15,1.0585895223282547,1.0760532344019584,-0.00044724321086956075,0.0021005999682009377
2009-10-16,1.0372000500498404,1.058543225762031,-0.02041255959244579,-0.003093362074584558
2009-10-19,1.0463072475644226,1.0666222370403386,0.008742235211031707,-0.0013920508322395192
2009-10-20,1.0369284480157022,1.0641351029011867,-0.00900413029933025,-0.011236277331408752
2009-10-21,1.0269131393583877,1.0590016317985718,-0.009705577443641773,-0.01786479447779442
2009-10-22,1.04018372896838,1.0695292482380114,0.012840009587051691,-0.011324207737992
2009-10-23,1.0829988866856952,1.0994068632812422,0.040336579627309986,0.005552567905059105
2009-10-26,1.0837407765696931,1.099273327852073,0.0006847983804640401,0.005165131002196694
2009-10-27,1.068056243550504,1.0863164062811008,-0.0145783366267042,0.009174789000232445
2009-10-28,1.039020359254751,1.0582196643643036,-0.02756209441721332,0.012528316831920353
2009-10-29,1.059614528898434,1.075060228613235,0.01962688284389995,0.013508745660389575
2009-10-30,1.0326583205858215,1.0496916120747093,-0.02576881853035887,-0.0012624986960069542
2009-11-02,1.0365443595863568,1.0520209067084312,0.003756078192762239,-0.0005644013681479071
2009-11-03,1.0341832567794234,1.0507058393464417,-0.002280458123713472,0.0010664169527924913
2009-11-04,1.0327958650412137,1.0532456345999985,-0.0013424343947105886,-0.00129035815351155
2009-11-05,1.0655230865229177,1.0828822408211038,0.031196282435400492,-0.0016997440424245192
2009-11-06,1.0818090452684737,1.0945528556091009,0.015168841956350737,0.004858763180823823
2009-11-09,1.1042338294942464,1.1145502153970226,0.02051704558511039,0.005865687972196679
2009-11-10,1.0979172071605252,1.1098246743445295,-0.005736790524303842,0.005361498700195047
2009-11-11,1.1219608350330554,1.1267788751716803,0.021662962978697586,0.016517734111393928
2009-11-12,1.105985563221586,1.1119160311151293,-0.014341050104958768,0.011162698408788703
2009-11-13,1.120909826469772,1.1275149277405119,0.013403850605335516,0.006029238191032182
2009-11-16,1.1390465171088884,1.1439851987285852,0.016050823199731206,0.005116812417281489
2009-11-17,1.1400060611887692,1.146187597263921,0.0008420552797203859,0.005570615028214834
2009-11-18,1.1310743072957483,1.1388115950748763,-0.007865683652711489,-0.002556057528032051
2009-11-19,1.1062592483762632,1.1169465532453204,-0.022183617885029854,-0.004276734303452861
2009-11-20,1.1039001844503362,1.114589809476688,-0.0021347462680055248,-0.003711485404341096
2009-11-23,1.1176602878550776,1.1292195692923994,0.012387940298687722,-0.005868368146662136
2009-11-24,1.1152072899861925,1.125294597672813,-0.002197173587983446,-0.0035249375972767165
2009-11-25,1.125916345334227,1.1314959209454227,0.00955693527378098,0.0018637220984786445
2009-11-27,1.1048043582762164,1.110394020691944,-0.018928965163231382,0.00455132530269692
2009-11-30,1.1141038210894978,1.1202618061781693,0.008382065795670886,0.004154395530861755
2009-12-01,1.1394349664395949,1.1363503538377615,0.022482162029230705,0.013167586461592933
2009-12-02,1.1561225618677742,1.1463368435198444,0.014539290819964665,0.01798916849596
2009-12-03,1.1495172048957947,1.1413270819290628,-0.005729754561917502,0.012272827870681043
2009-12-04,1.1521133145424602,1.1463145328809814,0.002255888339292665,0.010471777987530857
2009-12-07,1.1669683891498583,1.1503362423205128,0.012811344797423699,0.020604406998551244
2009-12-08,1.1484201293641545,1.1360085118282648,-0.016022068230856307,0.008186454809439045
2009-12-09,1.142697710828707,1.1401073500957535,-0.004995317381312339,-0.006177700967428387
2009-12-10,1.1452491787680288,1.1439738186693467,0.0022303568201757877,-0.006031885149874667
2009-12-11,1.1329196666145995,1.1363853429858872,-0.010824160333500523,-0.007997676802786942
2009-12-14,1.1450998528116259,1.1472399587331357,0.010693764526353561,-0.016047979774848842
2009-12-15,1.1396069306335486,1.14262189296707,-0.0048084355973398805,-0.013495788588220113
2009-12-16,1.1502501793007909,1.150150806562772,0.009296060591934944,-0.002199888061978666
2009-12-17,1.1346014846777914,1.134457276371976,-0.013697991356571133,-0.0009784266071367776
2009-12-18,1.141320712985918,1.1397443513051773,0.005904637494182269,0.004459523735620509
2009-12-21,1.1721049091259983,1.1606280204721926,0.026615087821936112,0.011913344632367961
2009-12-22,1.1857055964567011,1.1728305410949953,0.011536837278073303,0.014013364492514592
2009-12-23,1.2104105189202272,1.1928554846809776,0.020621536300878728,0.015172326978883342
2009-12-24,1.2121492447107909,1.2005394316835858,0.0014354453507123873,0.01009799893609261
2009-12-28,1.2120542856072318,1.2043973625478532,-7.834251673719122e-05,0.0052493052944583216
2009-12-29,1.2159239224839635,1.2088239662451836,0.0031875410647325,-0.004140856978016985
2009-12-30,1.216411321112011,1.20991845304289,0.0004007659978998817,-0.00572598257872315
2009-12-31,1.2035930568679432,1.1989521710842403,-0.01059368663403825,-0.010743356953711513
2010-01-04,1.210621435938185,1.2134036433378736,0.005822514021929268,-0.011975772629511288
2010-01-05,1.210981286817251,1.2155381189709513,0.0002972005898085988,-0.010135339985231504
2010-01-06,1.2190680517107515,1.2215760784683347,0.006655662953750249,-0.007963394416390325
2010-01-07,1.201094136455809,1.211983318341822,-0.01485375291328844,-0.01429872484825365
2010-01-08,1.207260278251512,1.2154026825535589,0.0051206377104078635,-0.010673845617022122
2010-01-11,1.1940941519519594,1.2042230728052616,-0.010965693323460006,-0.006085935141309181
2010-01-12,1.177052360519273,1.196787332533051,-0.014374552260310806,-0.012591799168825675
2010-01-13,1.2011894319179734,1.2121947485677407,0.020298945269393694,-0.0069861159572545935
2010-01-14,1.1920413331055786,1.207898106551658,-0.007645015621239298,-0.004166447400285783
2010-01-15,1.1701549746663256,1.1973154455628572,-0.01853104629143772,-0.01585344901671179
2010-01-19,1.1848871448496918,1.2167241023041695,0.012511336514023828,-0.01809144473611627
2010-01-20,1.178266916586252,1.2082195797455613,-0.005602889489228361,-0.008520584311729066
2010-01-21,1.170922477419857,1.1965997922837313,-0.006252763656619968,-0.012332428060352792
2010-01-22,1.1447476958171374,1.1660264817343353,-0.022607620469500853,-0.005009629461980546
2010-01-25,1.1433167770328971,1.1693910281148265,-0.0012507680402002593,0.00038693088305452594
2010-01-26,1.1349241170541065,1.1649468017993283,-0.0073677001336973505,0.0003877679723028604
2010-01-27,1.159204204355204,1.1856154563371764,0.02116794730141657,0.002530019372082748
2010-01-28,1.1834942096548673,1.1916221101301663,0.020737518259324374,0.014896460531810186
2010-01-29,1.162605297278099,1.1685685355720983,-0.01780782456665361,0.01341949632349039
2010-02-01,1.1703909406475352,1.1794120254613816,0.0066743975654468424,0.015110954112470876
2010-02-02,1.1820910594363803,1.1875020993547512,0.009947124068470713,0.0221979014272762
2010-02-03,1.1852915397340524,1.1908955685407703,0.002703814940217414,0.01805104314063329
2010-02-04,1.134510062055008,1.1486097141106428,-0.043787874690029344,-0.005293759383006066
2010-02-05,1.14286034231752,1.1565218873291117,0.007333297731784142,-0.006674475957166413
2010-02-08,1.135926856569455,1.1486919047286257,-0.006085260691649594,-0.0033996634948712592
2010-02-09,1.1541492016677701,1.1622713689030792,0.01591451905947856,-0.002390759224856664
2010-02-10,1.1625748682945412,1.1716875218340679,0.007273808574972744,-0.003036394360455226
2010-02-11,1.1893021194084097,1.1940367603452504,0.0227294213802989,0.008746195335844129
2010-02-12,1.1941150494312176,1.1994944983521378,0.004038685788884213,0.007690979003627307
2010-02-16,1.2054089773490195,1.2114204144854028,0.009413542934556696,0.006559130966633901
2010-02-17,1.2034503743079852,1.210868616642769,-0.0016261667208085123,0.0009041564574848032
2010-02-18,1.2030262957225843,1.2126067997192282,-0.00035244770210959793,-0.00012868494055646995
2010-02-19,1.1995025857524857,1.2041706739496818,-0.002933336198012328,8.974685718129635e-05
2010-02-22,1.1982288760358994,1.2033459064653462,-0.0010624290885526268,0.00023422462133611396
2010-02-23,1.1785488109310733,1.1855567644778904,-0.016560669368474744,-0.0009331768236777414
2010-02-24,1.1935396743260753,1.1981490042207497,0.012639547754916007,0.0022692977692610108
2010-02-25,1.1922829351343462,1.1961961728417554,-0.0010535060674217267,0.004603066481151351
2010-02-26,1.1883424934823585,1.1945230541765517,-0.003310428570663609,-0.0012920959733819185
2010-03-01,1.2321528262104,1.2282358602182344,0.03620343079885784,0.007627788844464176
2010-03-02,1.2400632762559847,1.2335732219878994,0.006399502835118203,0.011693905362089412
2010-03-03,1.2431069111107438,1.2339740989645367,0.0024514118041012527,0.011629242826311711
2010-03-04,1.2466229490043232,1.2354292387472174,0.0028244350996259934,0.012778254739810577
2010-03-05,1.2685632605318171,1.2583208807218305,0.017446714519478684,0.014097817596065425
2010-03-08,1.2729817385505642,1.263633698879083,0.003477005079215677,0.004316174379862214
2010-03-09,1.2809566219698432,1.2716587231188572,0.006245185396809615,0.0021026909253770328
2010-03-10,1.2915579181947434,1.2865461006236252,0.00824201845302051,-0.0036280766801945544
2010-03-11,1.2955274036245719,1.2887700062269478,0.0030686954780195868,-0.003946350708437504
2010-03-12,1.2898238214488615,1.2825017261796163,-0.004412237168632172,-0.0024571970136560047
2010-03-15,1.2911073156683093,1.2816178305746895,0.0009945978773697663,6.601355297409725e-06
2010-03-16,1.309944736823555,1.2912938823558398,0.01448471616944816,0.007189463270951416
2010-03-17,1.3184190929320825,1.2987112185121639,0.006448411223093326,0.01134185830568353
2010-03-18,1.3088037006416855,1.294110521358906,-0.007319847539036952,0.0061039079397604
2010-03-19,1.294444725361907,1.2851921930532682,-0.011031694591744587,0.0014847582419254112
2010-03-22,1.3145238518829139,1.3048084149134875,0.015392690425248283,4.2011838898580595e-05
2010-03-23,1.3361357224449397,1.3272363643595968,0.016307148251520198,-0.007840508656412521
