,portfolio,market,returns
2009-05-20,1.0,1.0,0.0
2009-05-21,1.0,1.0,0.0
2009-05-22,1.0,1.0,0.0
2009-05-26,1.0,1.0,0.0
2009-05-27,1.0,1.0,0.0
2009-05-28,1.0,1.0,0.0
2009-05-29,1.0,1.0,0.0
2009-06-01,1.0,1.0,0.0
2009-06-02,1.0,1.0,0.0
2009-06-03,1.0,1.0,0.0
2009-06-04,1.0,1.0,0.0
2009-06-05,1.0,1.0,0.0
2009-06-08,1.0,1.0,0.0
2009-06-09,1.0,1.0,0.0
2009-06-10,1.0,1.0,0.0
2009-06-11,1.0,1.0,0.0
2009-06-12,1.0,1.0,0.0
2009-06-15,1.0,1.0,0.0
2009-06-16,1.0,1.0,0.0
2009-06-17,1.0,1.0,0.0
2009-06-18,1.0,1.0,0.0
2009-06-19,1.0,1.0,0.0
2009-06-22,1.0,1.0,0.0
2009-06-23,1.0,1.0,0.0
2009-06-24,1.0,1.0,0.0
2009-06-25,1.0,1.0,0.0
2009-06-26,1.0,1.0,0.0
2009-06-29,1.0,1.0,0.0
2009-06-30,1.0,1.0,0.0
2009-07-01,1.0,1.0,0.0
2009-07-02,1.0,1.0,0.0
2009-07-06,1.0,1.0,0.0
2009-07-07,1.0,1.0,0.0
2009-07-08,1.0,1.0,0.0
2009-07-09,1.0,1.0,0.0
2009-07-10,1.0,1.0,0.0
2009-07-13,1.0,1.0,0.0
2009-07-14,1.0,1.0,0.0
2009-07-15,1.0,1.0,0.0
2009-07-16,1.0,1.0,0.0
2009-07-17,1.0,1.0,0.0
2009-07-20,1.0,1.0,0.0
2009-07-21,1.0,1.0,0.0
2009-07-22,1.0,1.0,0.0
2009-07-23,1.0,1.0,0.0
2009-07-24,1.0,1.0,0.0
2009-07-27,1.0,1.0,0.0
2009-07-28,1.0,1.0,0.0
2009-07-29,1.0,1.0,0.0
2009-07-30,1.0,1.0,0.0
2009-07-31,1.0,1.0,0.0
2009-08-03,1.0,1.0,0.0
2009-08-04,1.0,1.0,0.0
2009-08-05,0.9861654595146122,0.9879652080727497,-0.013931129479194343
2009-08-06,0.9743639407095832,0.9772174463727191,-0.012039259629904585
2009-08-07,0.9867650278919677,0.9884459171313642,0.012647054373370764
2009-08-10,0.9810154060521313,0.9832024807412858,-0.005843780174415887
2009-08-11,0.9646234617897903,0.9681555047962734,-0.016850333548646065
2009-08-12,0.9859940759870154,0.9876631964168003,0.02191251607652925
2009-08-13,0.9898010421459561,0.9918350611818562,0.003853608905782902
2009-08-14,0.9720782921581613,0.9822614406854291,-0.018067606513937014
2009-08-17,0.9421107700196509,0.9609295909725785,-0.031313490459681244
2009-08-18,0.9615790545200594,0.9803600047782821,0.02045392350613799
2009-08-19,0.9721229947630412,0.9916485929864177,0.010905552525848424
2009-08-20,0.9861054968640602,1.0027774270644438,0.014281009247112716
2009-08-21,1.001249072882249,1.0217395498533937,0.015240228598224452
2009-08-24,0.9945138277043997,1.0163871213262445,-0.006749569979460101
2009-08-25,0.9984250447591024,1.0200987149230096,0.003925079781346984
2009-08-26,0.9995768561934343,1.0227340012489694,0.0011529634179501438
2009-08-27,1.0057057944703718,1.0258909695155383,0.006112811376986882
2009-08-28,1.0145078858915597,1.030808412190865,0.008714075266909121
2009-08-31,1.002609842112751,1.0226275517403947,-0.01179721092828943
2009-09-01,0.9829417796293346,1.0043722124854075,-0.019811830011737943
2009-09-02,0.977406566434718,1.0007365330788482,-0.005647188020861072
2009-09-03,0.9851173709489354,1.010125647829576,0.007858089235957664
2009-09-04,1.0057429430348124,1.0266767083651849,0.020721001580388018
2009-09-08,1.0267371077076004,1.0414325309735935,0.020659401960399375
2009-09-09,1.0486172456050178,1.0564160192304721,0.02108646976475717
2009-09-10,1.0681442047460248,1.068262272031229,0.018450367084087798
2009-09-11,1.0636753052087595,1.0630137655610998,-0.004192574484419181
2009-09-14,1.0625676535522903,1.0614461369249302,-0.0010418863391741663
2009-09-15,1.0739695457657086,1.0668223747354904,0.010673345965968493
2009-09-16,1.106423551105941,1.0847469149075109,0.029771147330998053
2009-09-17,1.0924185303339726,1.075995981534468,-0.012738713844723816
2009-09-18,1.1059318130673912,1.086611756942184,0.012294175819625677
2009-09-21,1.107809520209048,1.0862892306622876,0.001696411000485488
2009-09-22,1.1131722089428233,1.0905762751069443,0.004829124919653923
2009-09-23,1.0984305146016016,1.0833195111245855,-0.013331429178864438
2009-09-24,1.0850889320414807,1.0734809453714584,-0.012220407280713755
2009-09-25,1.0756499699269346,1.0651810364521668,-0.00873684651127761
2009-09-28,1.0944827985768029,1.0821040350861062,0.017356819402148737
2009-09-29,1.0885922266836974,1.0767080987400424,-0.005396595231054604
2009-09-30,1.0991453771245294,1.082135310443969,0.009647621524756789
2009-10-01,1.0523169399880894,1.0463516884442192,-0.043538604851600674
2009-10-02,1.05198404765288,1.0494304026323478,-0.000316392319138515
2009-10-05,1.0307444806777888,1.0461074175173202,-0.020396612252295967
2009-10-06,1.0521180832880455,1.060115899488831,0.020524016366480283
2009-10-07,1.0476135889643057,1.0569846478482319,-0.00429054935976654
2009-10-08,1.043124823324205,1.053667209222032,-0.0042939589838648035
2009-10-09,1.0534730931892993,1.0631319957275762,0.009871567380134583
2009-10-12,1.045984063985735,1.0595653258632574,-0.007134283137252911
2009-10-13,1.051731332826254,1.0616303264479807,0.005479564267769992
2009-10-14,1.062111648030762,1.072398208154738,0.009821352522116278
2009-10-15,1.0591967610471515,1.0760532344019584,-0.0027481989683677322
2009-10-16,1.037187203072457,1.058543225762031,-0.020998411421160858
2009-10-19,1.0481722883690152,1.0666222370403386,0.010535532934065096
2009-10-20,1.0486923834312167,1.0641351029011867,0.0004960692741892484
2009-10-21,1.044323499937494,1.0590016317985718,-0.004174731622348612
2009-10-22,1.0589830944444625,1.0695292482380114,0.01393979535944727
2009-10-23,1.1130847129429167,1.0994068632812422,0.049826078401367505
2009-10-26,1.1138814782898667,1.099273327852073,0.0007155612662001625
2009-10-27,1.0896043461941631,1.0863164062811008,-0.02203609752437325
2009-10-28,1.057036084574626,1.0582196643643036,-0.030345799944455642
2009-10-29,1.0821831908141217,1.075060228613235,0.023511628489349463
2009-10-30,1.046354799654749,1.0496916120747093,-0.03366796862935369
2009-11-02,1.0524684664206525,1.0520209067084312,0.0058258206853690694
2009-11-03,1.0554223528436897,1.0507058393464417,0.002802695757867778
2009-11-04,1.0525504831394659,1.0532456345999985,-0.0027247708364861417
2009-11-05,1.0891227370205578,1.0828822408211038,0.034156293050009424
2009-11-06,1.1068788687065658,1.0945528556091009,0.01617168079150367
2009-11-09,1.1336880147641328,1.1145502153970226,0.02393182327399281
2009-11-10,1.1277666807493731,1.1098246743445295,-0.005236759777840356
2009-11-11,1.1519783814921558,1.1267788751716803,0.02124150747186725
2009-11-12,1.1372790485945588,1.1119160311151293,-0.012842185938019066
2009-11-13,1.1540710381763917,1.1275149277405119,0.014657114293557578
2009-11-16,1.1724072588260235,1.1439851987285852,0.015763396721306784
2009-11-17,1.172508361290161,1.146187597263921,8.623121656958988e-05
2009-11-18,1.1636691861587372,1.1388115950748763,-0.007567247827843606
2009-11-19,1.1379638465735857,1.1169465532453204,-0.0223375384584561
2009-11-20,1.134552679261092,1.114589809476688,-0.003002107844466533
2009-11-23,1.1538681634106613,1.1292195692923994,0.016881460206011643
2009-11-24,1.149636515994632,1.125294597672813,-0.003674099017356195
2009-11-25,1.1606606553768353,1.1314959209454227,0.009543554046586097
2009-11-27,1.1368845830590681,1.110394020691944,-0.020697673760899978
2009-11-30,1.1467580650749336,1.1202618061781693,0.008647187825625194
2009-12-01,1.1647189805789806,1.1363503538377615,0.015540951943338568
2009-12-02,1.1825924800599392,1.1463368435198444,0.015229205902321566
2009-12-03,1.1762178261577152,1.1413270819290628,-0.005404986870199985
2009-12-04,1.1669391863133418,1.1463145328809814,-0.007919817762799864
2009-12-07,1.1797967954593966,1.1503362423205128,0.010957975498669018
2009-12-08,1.1648406559520406,1.1360085118282648,-0.012757914645435048
2009-12-09,1.1711205882826332,1.1401073500957535,0.005376756503529043
2009-12-10,1.171326596929957,1.1439738186693467,0.00017589181723857392
2009-12-11,1.1590870077127344,1.1363853429858872,-0.010504317028789196
2009-12-14,1.1760555651668494,1.1472399587331357,0.014533464621776526
2009-12-15,1.168412783311818,1.14262189296707,-0.006519865255134147
2009-12-16,1.1871269550237762,1.150150806562772,0.01588983195956704
2009-12-17,1.170322332658646,1.134457276371976,-0.014256855448636733
2009-12-18,1.1781292085848944,1.1397443513051773,0.006648554998984872
2009-12-21,1.2101144056327873,1.1606280204721926,0.02678714110295112
2009-12-22,1.2286653312896472,1.1728305410949953,0.015213578354819887
2009-12-23,1.2595295150397692,1.1928554846809776,0.02480976654203487
2009-12-24,1.2654795102331478,1.2005394316835858,0.004712859320230978
2009-12-28,1.2675746393584828,1.2043973625478532,0.0016542319767654603
2009-12-29,1.2689564482189244,1.2088239662451836,0.0010895265530198796
2009-12-30,1.269421968844549,1.20991845304289,0.0003667858377980626
2009-12-31,1.2566181401227543,1.1989521710842403,-0.010137557380007906
2010-01-04,1.2619952922625082,1.2134036433378736,0.004269936940507845
2010-01-05,1.2603561864545245,1.2155381189709513,-0.001299665046318255
2010-01-06,1.26964032012793,1.2215760784683347,0.007339279125476367
2010-01-07,1.2507894966775042,1.211983318341822,-0.014958698459313163
2010-01-08,1.2580232346882245,1.2154026825535589,0.0057666783246489856
2010-01-11,1.2392015638512848,1.2042230728052616,-0.015074355428143867
2010-01-12,1.2166803670515998,1.196787332533051,-0.018341132501680363
2010-01-13,1.2435593285481938,1.2121947485677407,0.021851554427713
2010-01-14,1.2236630760449692,1.207898106551658,-0.01612881239914202
2010-01-15,1.2021581209493024,1.1973154455628572,-0.017730505710486767
2010-01-19,1.2261435628831532,1.2167241023041695,0.019755553423385103
2010-01-20,1.215949521788487,1.2082195797455613,-0.00834865819453372
2010-01-21,1.209224380451094,1.1965997922837313,-0.005546124765907352
2010-01-22,1.1785051850361103,1.1660264817343353,-0.025732302892438108
2010-01-25,1.178556951746369,1.1693910281148265,4.3924773148748306e-05
2010-01-26,1.1742578473171232,1.1649468017993283,-0.0036544390820132545
2010-01-27,1.2029313029075244,1.1856154563371764,0.024125001607943727
2010-01-28,1.2290536656928546,1.1916221101301663,0.021483165052428033
2010-01-29,1.2020725800599898,1.1685685355720983,-0.022197278557996816
2010-02-01,1.2084516136404448,1.1794120254613816,0.005292664919226638
2010-02-02,1.2191404239314336,1.1875020993547512,0.008806157799523947
2010-02-03,1.2267681076373775,1.1908955685407703,0.006237116615398863
2010-02-04,1.1704423709849765,1.1486097141106428,-0.0470013839360337
2010-02-05,1.1797674007752683,1.1565218873291117,0.00793552878390807
2010-02-08,1.173099036624888,1.1486919047286257,-0.005668304704471349
2010-02-09,1.1904933635747301,1.1622713689030792,0.01471881601140025
2010-02-10,1.1980562911093877,1.1716875218340679,0.006332673663285149
2010-02-11,1.227391588594265,1.1940367603452504,0.02419077156274458
2010-02-12,1.2320772042098878,1.1994944983521378,0.003810270949650513
2010-02-16,1.2445386510118073,1.2114204144854028,0.010063370821557258
2010-02-17,1.2392068773109657,1.210868616642769,-0.004293339866786914
2010-02-18,1.2358898963419553,1.2126067997192282,-0.002680285444401794
2010-02-19,1.230157530855583,1.2041706739496818,-0.004649039350497255
2010-02-22,1.227688900400328,1.2033459064653462,-0.0020087758404172167
2010-02-23,1.2075054683439566,1.1855567644778904,-0.01657682387340752
2010-02-24,1.2250647078824264,1.1981490042207497,0.014437030060504041
2010-02-25,1.2248905647464543,1.1961961728417554,-0.0001421602563844996
2010-02-26,1.223247959515111,1.1945230541765517,-0.0013419219934980688
2010-03-01,1.2737057436871568,1.2282358602182344,0.04042097662932594
2010-03-02,1.2835961944083814,1.2335732219878994,0.0077351053547142935
2010-03-03,1.2874964868504832,1.2339740989645367,0.003033959399450549
2010-03-04,1.2926200018194212,1.2354292387472174,0.003971542902205005
2010-03-05,1.323984190358798,1.2583208807218305,0.02397434861843784
2010-03-08,1.330462322324588,1.263633698879083,0.004880975937720264
2010-03-09,1.3416339752770192,1.2716587231188572,0.008361762988412407
2010-03-10,1.3534996017804586,1.2865461006236252,0.008805280139771537
2010-03-11,1.3564861214806587,1.2887700062269478,0.0022040860669973986
2010-03-12,1.3499568104156154,1.2825017261796163,-0.0048250222512792465
2010-03-15,1.346212592705564,1.2816178305746895,-0.0027774368219584057
2010-03-16,1.3611089062878257,1.2912938823558398,0.01100457689045579
2010-03-17,1.3669625579321796,1.2987112185121639,0.0042914275976898945
2010-03-18,1.356451254712863,1.294110521358906,-0.007719249485961309
2010-03-19,1.3386766860641521,1.2851921930532682,-0.013190339468667194
2010-03-22,1.3637147165650516,1.3048084149134875,0.01853080702738034
2010-03-23,1.3872442974700152,1.3272363643595968,0.017106873951349903
2010-03-24,1.3650201612695436,1.3094528073925462,-0.016150060737195937
2010-03-25,1.3773226712205429,1.3125866550462395,0.0089723226778112
2010-03-26,1.3804512574388106,1.3087748253628801,0.002268922412552653
2010-03-29,1.3869224989707332,1.3139469806286241,0.004676819143364298
2010-03-30,1.3997221562148152,1.32029937723203,0.00918649397485572
2010-03-31,1.3909783926564028,1.311161315297163,-0.0062663778895269496
2010-04-01,1.3891485010440052,1.3134892887643408,-0.0013164088787719827
2010-04-05,1.4169293298727916,1.3290448683230882,0.019801116006650053
2010-04-06,1.4214446690576177,1.329608953980757,0.0031816405897981733
2010-04-07,1.4063365285683438,1.3177734308048303,-0.010685610436651468
2010-04-08,1.4191368936043178,1.3252353606002405,0.009060748841314838
2010-04-09,1.4227135040278616,1.3359540377180783,0.0025171010337086616
2010-04-12,1.4328336158447321,1.3432580167003203,0.0070880666234786165
2010-04-13,1.4548575499827145,1.3601638326132164,0.015253958798977195
2010-04-14,1.4641942540512825,1.3748265162902813,0.006397101848003371
2010-04-15,1.4683376948567173,1.3830349248741283,0.0028258471563971676
2010-04-16,1.432010492401651,1.360266786039842,-0.02505154532561895
2010-04-19,1.4277808774432308,1.357896288106094,-0.002957990612483597
2010-04-20,1.444976301167522,1.3715328233436261,0.011971515795882716
2010-04-21,1.4518232558033901,1.3735714756529454,0.004727263453811597
2010-04-22,1.505004068200856,1.400402181676556,0.03597541673704264
2010-04-23,1.499340460401507,1.3908700833925165,-0.003770282946417343
2010-04-26,1.5256840911012672,1.404264203069429,0.017417575339879737
2010-04-27,1.46793312205623,1.3725538247028461,-0.03858752157418209
2010-04-28,1.4656956558525362,1.3742722776575118,-0.001525391787220755
2010-04-29,1.5045659854730034,1.4007302678979423,0.026174494514511804
2010-04-30,1.464277218973665,1.3708454802712522,-0.02714271984668914
2010-05-03,1.4880208226413825,1.3920213821372787,0.016085175078871063
2010-05-04,1.4353590832756902,1.3524978996889352,-0.036031879620448806
2010-05-05,1.4068463995648932,1.331035738256654,-0.0200644465952175
2010-05-06,1.3706576574582916,1.2969447884484455,-0.026059936635377097
2010-05-07,1.311752807127576,1.2547989928475043,-0.0439264027003896
2010-05-10,1.4116794901033916,1.3228579591558762,0.07341585918441822
2010-05-11,1.420752754982776,1.3330118139755016,0.006406716959359809
2010-05-12,1.4676177063534632,1.3716855208764585,0.03245363773979919
2010-05-13,1.458381961619612,1.365011307321878,-0.0063129025230383076
2010-05-14,1.3844970241639651,1.3221894624578487,-0.051990661097658646
2010-05-17,1.4052435563971335,1.3352148109291482,0.014873723172052192
2010-05-18,1.3735753120705658,1.311058733569019,-0.022793580065263677
2010-05-19,1.3683755639204478,1.3097126022303083,-0.0037927407021519275
2010-05-20,1.312064997723734,1.2594226413805283,-0.042022085995688935
2010-05-21,1.3518197862748609,1.280377955673059,0.02984944409402457
2010-05-24,1.3418900773111335,1.266792315254647,-0.007372548915683232
2010-05-25,1.3598992078429042,1.2770334514578303,0.013331459432140265
2010-05-26,1.3527355353509278,1.2631358301334128,-0.005281720372133812
2010-05-27,1.4096390081171186,1.3107545584094527,0.04120478399006083
2010-05-28,1.4070872227232623,1.3082699228219639,-0.0018118807897659892
2010-06-01,1.381221192900215,1.2857465050081167,-0.018553737815407895
2010-06-02,1.416559205460842,1.3173241875391977,0.025262805994062387
2010-06-03,1.429561495082132,1.327574760906398,0.009136913963889862
2010-06-04,1.3623072647066632,1.2706049060111675,-0.0481879696517893
2010-06-07,1.3276976265207194,1.2441642763326948,-0.0257334460061013
2010-06-08,1.3230284345172998,1.2410846997842127,-0.003522956872850149
2010-06-09,1.323180267639439,1.2442823607138374,0.00011475521264414544
2010-06-10,1.3737110166246662,1.2780554201808738,0.037477716141901915
2010-06-11,1.3967693797755083,1.296614758510679,0.016646135057320387
2010-06-14,1.408989144281258,1.3040344850476102,0.008710544101980244
2010-06-15,1.4411124988336883,1.3343796166099096,0.02254285545534815
2010-06-16,1.445207757776017,1.3472189384094055,0.002837704272548971
2010-06-17,1.4626049313932739,1.3548486794348413,0.01196595719192522
2010-06-18,1.4576461401072156,1.3520673807720869,-0.0033961436169847475
2010-06-21,1.4229785999530415,1.3308230658952624,-0.024070621393048854
2010-06-22,1.4039049151745866,1.3143182142984977,-0.013494701139813815
2010-06-23,1.4092915646911777,1.3123584137204936,0.003829562634553122
2010-06-24,1.3753779130375665,1.2870084097394998,-0.024358602361581327
2010-06-25,1.3885440575677679,1.2910333945612276,0.009527218324828682
2010-06-28,1.3791154472017086,1.2918474744480397,-0.006813444180565014
2010-06-29,1.3044847327509492,1.2410239157714964,-0.05563419094933637
2010-06-30,1.2850189177705063,1.2316934625612748,-0.01503468164529765
2010-07-01,1.2910421946349508,1.232854902603124,0.004676354738042954
2010-07-02,1.2807755183869036,1.229456539208465,-0.007984026747567869
2010-07-06,1.284518865302481,1.2316958712380148,0.0029184561172817857
2010-07-07,1.346296285245994,1.2758534735728535,0.04697310506610452
2010-07-08,1.3484072188050986,1.2778884243536965,0.0015667281925910322
2010-07-09,1.3600098201528448,1.2852947528762555,0.008567862387752489
2010-07-12,1.3641100500933914,1.2885739377511174,0.0030103176086985674
2010-07-13,1.3874783500067638,1.306402246786087,0.016985724741206607
2010-07-14,1.3989338087255445,1.3186029848303193,0.008222418310079135
2010-07-15,1.3827152400349478,1.3082960545787474,-0.011661249912621505
2010-07-16,1.340529629593296,1.2749653951159352,-0.030984349224169903
2010-07-19,1.3518954468317117,1.285806965138139,0.008442860503844457
