,portfolio,market,returns
2009-05-20,1.0,1.0,0.0
2009-05-21,1.0,1.0,0.0
2009-05-22,1.0,1.0,0.0
2009-05-26,1.0,1.0,0.0
2009-05-27,1.0,1.0,0.0
2009-05-28,1.0,1.0,0.0
2009-05-29,1.0,1.0,0.0
2009-06-01,1.0,1.0,0.0
2009-06-02,1.0,1.0,0.0
2009-06-03,1.0,1.0,0.0
2009-06-04,1.0,1.0,0.0
2009-06-05,1.0,1.0,0.0
2009-06-08,1.0,1.0,0.0
2009-06-09,1.0,1.0,0.0
2009-06-10,1.0,1.0,0.0
2009-06-11,1.0,1.0,0.0
2009-06-12,1.0,1.0,0.0
2009-06-15,1.0,1.0,0.0
2009-06-16,1.0,1.0,0.0
2009-06-17,1.0,1.0,0.0
2009-06-18,1.0,1.0,0.0
2009-06-19,1.0,1.0,0.0
2009-06-22,1.0,1.0,0.0
2009-06-23,1.0,1.0,0.0
2009-06-24,1.0,1.0,0.0
2009-06-25,1.0,1.0,0.0
2009-06-26,1.0,1.0,0.0
2009-06-29,1.0,1.0,0.0
2009-06-30,1.0,1.0,0.0
2009-07-01,1.0,1.0,0.0
2009-07-02,1.0,1.0,0.0
2009-07-06,1.0,1.0,0.0
2009-07-07,1.0,1.0,0.0
2009-07-08,1.0,1.0,0.0
2009-07-09,1.0,1.0,0.0
2009-07-10,1.0,1.0,0.0
2009-07-13,1.0,1.0,0.0
2009-07-14,1.0,1.0,0.0
2009-07-15,1.0,1.0,0.0
2009-07-16,1.0,1.0,0.0
2009-07-17,1.0,1.0,0.0
2009-07-20,1.0,1.0,0.0
2009-07-21,1.0,1.0,0.0
2009-07-22,1.0,1.0,0.0
2009-07-23,1.0,1.0,0.0
2009-07-24,1.0,1.0,0.0
2009-07-27,1.0,1.0,0.0
2009-07-28,1.0,1.0,0.0
2009-07-29,1.0,1.0,0.0
2009-07-30,1.0,1.0,0.0
2009-07-31,1.0,1.0,0.0
2009-08-03,1.0,1.0,0.0
2009-08-04,1.0,1.0,0.0
2009-08-05,0.9859091177800325,0.9879652080727497,-0.014191101121621148
2009-08-06,0.9741799102119586,0.9772174463727191,-0.011968178266950638
2009-08-07,0.9861392252633754,0.9884459171313642,0.012201547274221965
2009-08-10,0.9806733793743477,0.9832024807412858,-0.005558089155644063
2009-08-11,0.9638318771055533,0.9681555047962734,-0.01732257927881352
2009-08-12,0.9853787016685449,0.9876631964168003,0.022109157697020296
2009-08-13,0.9879874609973521,0.9918350611818562,0.002643970360342385
2009-08-14,0.9787686384367374,0.9822614406854291,-0.009374716047408426
2009-08-17,0.959649941244718,0.9609295909725785,-0.01972671659667248
2009-08-18,0.9826962898431263,0.9803600047782821,0.02373153621817826
2009-08-19,1.0023156448349704,0.9916485929864177,0.019768136755531265
2009-08-20,1.011239917558475,1.0027774270644438,0.008864251115606469
2009-08-21,1.0367855374729802,1.0217395498533937,0.024947878013402973
2009-08-24,1.032962198982391,1.0163871213262445,-0.003694501252629097
2009-08-25,1.0391140381461743,1.0200987149230096,0.005937867602967336
2009-08-26,1.0426475493688054,1.0227340012489694,0.0033947351159616095
2009-08-27,1.043757927929521,1.0258909695155383,0.001064393922452284
2009-08-28,1.0495825397588066,1.030808412190865,0.00556491110264218
2009-08-31,1.0422903342334675,1.0226275517403947,-0.006971967641775952
2009-09-01,1.0226746707704621,1.0043722124854075,-0.018999114533632556
2009-09-02,1.0207169078431377,1.0007365330788482,-0.0019161902473251884
2009-09-03,1.0306534519972648,1.010125647829576,0.009687789164171224
2009-09-04,1.0489472355157379,1.0266767083651849,0.01759400768808657
2009-09-08,1.0630396933539794,1.0414325309735935,0.013345411060158416
2009-09-09,1.0823175307283024,1.0564160192304721,0.01797216413976268
2009-09-10,1.090621571609934,1.068262272031229,0.007643178975248362
2009-09-11,1.080782140106761,1.0630137655610998,-0.009062799981072438
2009-09-14,1.0849003832479136,1.0614461369249302,0.0038031872378745672
2009-09-15,1.0932478147330131,1.0668223747354904,0.007664742263710673
2009-09-16,1.112420002902199,1.0847469149075109,0.01738491237476482
2009-09-17,1.1036405296603298,1.075995981534468,-0.007923537255995532
2009-09-18,1.1171740363129834,1.086611756942184,0.01218802710411012
2009-09-21,1.1146722738912942,1.0862892306622876,-0.00224187788886438
2009-09-22,1.1188052012917904,1.0905762751069443,0.0037008943467481455
2009-09-23,1.1113577781405641,1.0833195111245855,-0.006678839920646673
2009-09-24,1.1015796715779276,1.0734809453714584,-0.008837276546184726
2009-09-25,1.0943217002804695,1.0651810364521668,-0.006610495129373271
2009-09-28,1.1098529301727673,1.0821040350861062,0.014092791547961014
2009-09-29,1.1054011351625208,1.0767080987400424,-0.004019223828663905
2009-09-30,1.1073685558220006,1.082135310443969,0.0017782430482057982
2009-10-01,1.0759954235843159,1.0463516884442192,-0.02874032158601525
2009-10-02,1.0866290111830046,1.0494304026323478,0.009834045177456462
2009-10-05,1.1160111153744445,1.0461074175173202,0.02668056985564946
2009-10-06,1.1274782770739549,1.060115899488831,0.010222701742245268
2009-10-07,1.1214049913697854,1.0569846478482319,-0.005401169993881852
2009-10-08,1.1127363650618456,1.053667209222032,-0.00776018017631852
2009-10-09,1.1304330724185656,1.0631319957275762,0.015778633621864626
2009-10-12,1.131237923600618,1.0595653258632574,0.0007117314678636732
2009-10-13,1.1298795290052361,1.0616303264479807,-0.001201525153169795
2009-10-14,1.1411916597755476,1.072398208154738,0.00996201640830146
2009-10-15,1.1530162873758647,1.0760532344019584,0.010308335145081665
2009-10-16,1.1326188746601564,1.058543225762031,-0.01784882766205727
2009-10-19,1.1435456439985836,1.0666222370403386,0.00960111019191615
2009-10-20,1.144268215884919,1.0641351029011867,0.0006316701867356441
2009-10-21,1.1462100188024325,1.0590016317985718,0.0016955440452161327
2009-10-22,1.163742051072742,1.0695292482380114,0.015179855029711751
2009-10-23,1.1726746250707551,1.0994068632812422,0.007646425002060222
2009-10-26,1.15877882888853,1.099273327852073,-0.011920427220595073
2009-10-27,1.14266180691911,1.0863164062811008,-0.014006257695987918
2009-10-28,1.1101397680102023,1.0582196643643036,-0.028874534290401994
2009-10-29,1.135847451058904,1.075060228613235,0.022893100514554225
2009-10-30,1.1025071356067833,1.0496916120747093,-0.029792224452229534
2009-11-02,1.104307407800094,1.0520209067084312,0.001631557651032455
2009-11-03,1.108071951700159,1.0507058393464417,0.0034031663540300123
2009-11-04,1.1181909844475832,1.0532456345999985,0.00909066236394975
2009-11-05,1.1541743628887995,1.0828822408211038,0.03167306373135232
2009-11-06,1.1548972675213862,1.0945528556091009,0.0006261431134686126
2009-11-09,1.1783165083506675,1.1145502153970226,0.020075337630043103
2009-11-10,1.1751917387868582,1.1098246743445295,-0.002655415698821972
2009-11-11,1.19092230674771,1.1267788751716803,0.013296738274175013
2009-11-12,1.1665375178062969,1.1119160311151293,-0.02068807976421121
2009-11-13,1.193382330266124,1.1275149277405119,0.02275159491450475
2009-11-16,1.2151884804177664,1.1439851987285852,0.01810762274307664
2009-11-17,1.224513115010751,1.146187597263921,0.007644115115644723
2009-11-18,1.218836509927312,1.1388115950748763,-0.004646584502310652
2009-11-19,1.1902555620355029,1.1169465532453204,-0.023728681038966394
2009-11-20,1.187996124422481,1.114589809476688,-0.0019000833987926965
2009-11-23,1.2072405491700273,1.1292195692923994,0.016069258547106353
2009-11-24,1.2015090712877392,1.125294597672813,-0.004758891171394672
2009-11-25,1.2054360727741829,1.1314959209454227,0.003263061435296241
2009-11-27,1.1787482771663178,1.110394020691944,-0.022388294021823976
2009-11-30,1.189471392515654,1.1202618061781693,0.009055906999695202
2009-12-01,1.1964600808442298,1.1363503538377615,0.00585826402411835
2009-12-02,1.2065323749015087,1.1463368435198444,0.008383174851311754
2009-12-03,1.1975516920220284,1.1413270819290628,-0.007471223409213498
2009-12-04,1.2019059570496975,1.1463145328809814,0.003629378307827752
2009-12-07,1.1887969488420795,1.1503362423205128,-0.01096676584142976
2009-12-08,1.1784043443021885,1.1360085118282648,-0.008780555547164599
2009-12-09,1.1887872415712555,1.1401073500957535,0.008772389888273025
2009-12-10,1.1952300203066097,1.1439738186693467,0.0054049896946805134
2009-12-11,1.1925732435223464,1.1363853429858872,-0.0022252904153376375
2009-12-14,1.2068477360634466,1.1472399587331357,0.011898421285286979
2009-12-15,1.2052544312406623,1.14262189296707,-0.001321092500061958
2009-12-16,1.2005655115214573,1.150150806562772,-0.0038979854925534174
2009-12-17,1.1780295231760611,1.134457276371976,-0.018949558193651243
2009-12-18,1.1730721555402936,1.1397443513051773,-0.004217065544329939
2009-12-21,1.1851004371780038,1.1606280204721926,0.010201446567092006
2009-12-22,1.1954292396915476,1.1728305410949953,0.008677789101933266
2009-12-23,1.2178084870751036,1.1928554846809776,0.018547603918156692
2009-12-24,1.2341868950152508,1.2005394316835858,0.013359447183239092
2009-12-28,1.2424521671598237,1.2043973625478532,0.006674612291447343
2009-12-29,1.2433819874222827,1.2088239662451836,0.0007480951990529978
2009-12-30,1.244612809763375,1.20991845304289,0.0009894091683777257
2009-12-31,1.2349181601477415,1.1989521710842403,-0.007819784512929714
2010-01-04,1.252457567510258,1.2134036433378736,0.014102974256948208
2010-01-05,1.252439357605464,1.2155381189709513,-1.4539444291174166e-05
2010-01-06,1.264535889395735,1.2215760784683347,0.00961203320757786
2010-01-07,1.2584074477075449,1.211983318341822,-0.004858177829874043
2010-01-08,1.252905709898153,1.2154026825535589,-0.004381569499481746
2010-01-11,1.24392277737669,1.2042230728052616,-0.007195505220393446
2010-01-12,1.2533604253141728,1.196787332533051,0.00755836805526299
2010-01-13,1.267134289509219,1.2121947485677407,0.010929601334936324
2010-01-14,1.2530463985127696,1.207898106551658,-0.011180180608464686
2010-01-15,1.25412717993977,1.1973154455628572,0.0008621513042521364
2010-01-19,1.276329686875732,1.2167241023041695,0.017548670227370923
2010-01-20,1.273012370363383,1.2082195797455613,-0.0026024898065283943
2010-01-21,1.2573779014732736,1.1965997922837313,-0.01235751488559608
2010-01-22,1.220182665848735,1.1660264817343353,-0.030027948148407427
2010-01-25,1.2223131208136622,1.1693910281148265,0.0017444906144017478
2010-01-26,1.227832989285418,1.1649468017993283,0.004505753956922979
2010-01-27,1.2441796506523037,1.1856154563371764,0.013225579225726208
2010-01-28,1.2775814485304444,1.1916221101301663,0.026492399443491202
2010-01-29,1.2542295139067605,1.1685685355720983,-0.018447346198261654
2010-02-01,1.2713473029659996,1.1794120254613816,0.013555755609413191
2010-02-02,1.2819525531940628,1.1875020993547512,0.008307141135122946
2010-02-03,1.2856438024619237,1.1908955685407703,0.002875258623867742
2010-02-04,1.243091135554076,1.1486097141106428,-0.03365847733387399
2010-02-05,1.2494618687574892,1.1565218873291117,0.005111824714611736
2010-02-08,1.2380502483846028,1.1486919047286257,-0.009175191757932577
2010-02-09,1.2566354489979494,1.1622713689030792,0.014900108922979405
2010-02-10,1.2653145735186266,1.1716875218340679,0.006882895091691661
2010-02-11,1.2883961139878328,1.1940367603452504,0.018077356191942208
2010-02-12,1.2927759783806405,1.1994944983521378,0.0033937051895764504
2010-02-16,1.3130980345366572,1.2114204144854028,0.015597429417631644
2010-02-17,1.3112808349544456,1.210868616642769,-0.0013848609131197117
2010-02-18,1.3236228474959548,1.2126067997192282,0.009368162330704435
2010-02-19,1.3109693479984486,1.2041706739496818,-0.009605734593725868
2010-02-22,1.306639619594417,1.2033459064653462,-0.0033081582262540535
2010-02-23,1.2817885919439524,1.1855567644778904,-0.019202225461401025
2010-02-24,1.2902886396681346,1.1981490042207497,0.006609504953975248
2010-02-25,1.2899183251881103,1.1961961728417554,-0.000287042461895727
2010-02-26,1.2947214145901473,1.1945230541765517,0.0037166455501602786
2010-03-01,1.3293712558814,1.2282358602182344,0.026410542176364786
2010-03-02,1.3456891932052983,1.2335732219878994,0.012200202511685963
2010-03-03,1.3423839929343258,1.2339740989645367,-0.0024591606576029913
2010-03-04,1.338731793999723,1.2354292387472174,-0.002724388990682124
2010-03-05,1.3669274408850405,1.2583208807218305,0.020842733655662818
2010-03-08,1.3802386237612714,1.263633698879083,0.009690922675537988
2010-03-09,1.3892485278564795,1.2716587231188572,0.006506573472581012
2010-03-10,1.4164992484561356,1.2865461006236252,0.01942553607633361
2010-03-11,1.4156635996589737,1.2887700062269478,-0.0005901135353618595
2010-03-12,1.4037873570067123,1.2825017261796163,-0.008424557115323032
2010-03-15,1.3947630231492534,1.2816178305746895,-0.006449313999502824
2010-03-16,1.3982884676503853,1.2912938823558398,0.002524440641174195
2010-03-17,1.406689681895057,1.2987112185121639,0.0059902351166538255
2010-03-18,1.4047247400481484,1.294110521358906,-0.0013978317373212039
2010-03-19,1.4015297427056619,1.2851921930532682,-0.002277055569871773
2010-03-22,1.4340479038910408,1.3048084149134875,0.022936833790065416
2010-03-23,1.4626812366156077,1.3272363643595968,0.01977006738059561
2010-03-24,1.44723982156369,1.3094528073925462,-0.010613043842739742
2010-03-25,1.4404577205460876,1.3125866550462395,-0.004697246399124799
2010-03-26,1.4434833108697493,1.3087748253628801,0.0020982338957387893
2010-03-29,1.4497696938512687,1.3139469806286241,0.004345553479345161
2010-03-30,1.4528304573690705,1.32029937723203,0.0021089812386990044
2010-03-31,1.4427656917599474,1.311161315297163,-0.006951802361246727
2010-04-01,1.4588195733979867,1.3134892887643408,0.011065706416501661
2010-04-05,1.4833339909762184,1.3290448683230882,0.01666465342400224
2010-04-06,1.4937906071443774,1.329608953980757,0.0070246701154649946
2010-04-07,1.471213611333471,1.3177734308048303,-0.015229274801456992
2010-04-08,1.4730902981355551,1.3252353606002405,0.0012747916663424954
2010-04-09,1.4959837353480687,1.3359540377180783,0.01542156949759593
2010-04-12,1.5040753380392904,1.3432580167003203,0.005394308618931436
2010-04-13,1.5264514189420917,1.3601638326132164,0.014767391406353716
2010-04-14,1.53737145459978,1.3748265162902813,0.007128402834037156
2010-04-15,1.5431599835972867,1.3830349248741283,0.0037581410149338103
2010-04-16,1.5286975375488725,1.360266786039842,-0.009416161207243891
2010-04-19,1.5224488864796688,1.357896288106094,-0.004095942243238909
2010-04-20,1.5441552209163165,1.3715328233436261,0.01415683019921379
2010-04-21,1.5602868598993787,1.3735714756529454,0.010392710609517021
2010-04-22,1.6134764621721736,1.400402181676556,0.03352145522888252
2010-04-23,1.6034670602282612,1.3908700833925165,-0.006222946789829257
2010-04-26,1.6298430037215763,1.404264203069429,0.016315495824478474
2010-04-27,1.586942169142562,1.3725538247028461,-0.026674692762369712
2010-04-28,1.5801832380282788,1.3742722776575118,-0.004268186739401734
2010-04-29,1.616159917322524,1.4007302678979423,0.022512100051026933
2010-04-30,1.5771014325178327,1.3708454802712522,-0.024464287953760856
2010-05-03,1.6130892896716809,1.3920213821372787,0.022562527909578294
2010-05-04,1.5704733503396229,1.3524978996889352,-0.026774082767086392
2010-05-05,1.5426713238324408,1.331035738256654,-0.017861531271131628
2010-05-06,1.4978345600091874,1.2969447884484455,-0.0294951009560967
2010-05-07,1.4398533813764378,1.2547989928475043,-0.039479148230383766
2010-05-10,1.5173781315009394,1.3228579591558762,0.052442641725443676
2010-05-11,1.5385801062138638,1.3330118139755016,0.013876050075233575
2010-05-12,1.59956555070989,1.3716855208764585,0.03887207915865134
2010-05-13,1.5949903012193416,1.365011307321878,-0.0028644060722243193
2010-05-14,1.553692833259239,1.3221894624578487,-0.026233084899040155
2010-05-17,1.5781158002379199,1.3352148109291482,0.015597033400371295
2010-05-18,1.53657142738706,1.311058733569019,-0.026678015160543064
2010-05-19,1.5356146062792917,1.3097126022303083,-0.0006228927037562244
2010-05-20,1.4672876365580851,1.2594226413805283,-0.045515144354671674
2010-05-21,1.497013867061183,1.280377955673059,0.020056817278389847
2010-05-24,1.4878900984496521,1.266792315254647,-0.006113293473109772
2010-05-25,1.4951155064224204,1.2770334514578303,0.004844390532206291
2010-05-26,1.4789886448861447,1.2631358301334128,-0.010844959468773471
2010-05-27,1.5377194082938452,1.3107545584094527,0.0389419087029065
2010-05-28,1.5454446517648048,1.3082699228219639,0.005011254307034282
2010-06-01,1.5156415845780344,1.2857465050081167,-0.019472831825028243
2010-06-02,1.5615097483751543,1.3173241875391977,0.029814302997446755
2010-06-03,1.5719640427863657,1.327574760906398,0.0066726794801529425
2010-06-04,1.5052794545762131,1.2706049060111675,-0.04334725485055057
2010-06-07,1.4808294445586527,1.2441642763326948,-0.016376198654492535
2010-06-08,1.4917016239081746,1.2410846997842127,0.007315131453838815
2010-06-09,1.5129285518014677,1.2442823607138374,0.014129712923271798
2010-06-10,1.5553265124714035,1.2780554201808738,0.02763828845134486
2010-06-11,1.5759238825422623,1.296614758510679,0.013156192850792977
2010-06-14,1.6008288052073782,1.3040344850476102,0.01567980589422241
2010-06-15,1.6241988166977466,1.3343796166099096,0.014493159848380762
2010-06-16,1.6648055648772622,1.3472189384094055,0.024693680290436754
2010-06-17,1.674109312278672,1.3548486794348413,0.005572931187094136
2010-06-18,1.6774477505474614,1.3520673807720869,0.0019921721697743963
2010-06-21,1.6502847744203013,1.3308230658952624,-0.01632557848765374
2010-06-22,1.6261486105449383,1.3143182142984977,-0.0147334601399481
2010-06-23,1.6240346938781232,1.3123584137204936,-0.0013007986035779768
2010-06-24,1.597426328426125,1.2870084097394998,-0.01651981521919257
2010-06-25,1.6073045405782929,1.2910333945612276,0.006164788108007907
2010-06-28,1.6175462048556173,1.2918474744480397,0.006351734982599827
2010-06-29,1.559260902359226,1.2410239157714964,-0.036698383899338875
2010-06-30,1.5510710696382604,1.2316934625612748,-0.0052662234574888216
2010-07-01,1.5511491766122834,1.232854902603124,5.0355530772167904e-05
2010-07-02,1.548198174613784,1.229456539208465,-0.0019042737304336259
2010-07-06,1.5464149202982693,1.2316958712380148,-0.0011524894690731816
2010-07-07,1.6169598662678284,1.2758534735728535,0.04460846285982671
2010-07-08,1.619044044777287,1.2778884243536965,0.001288118829303468
2010-07-09,1.6288024061713506,1.2852947528762555,0.00600914534952864
2010-07-12,1.621209670863361,1.2885739377511174,-0.004672443606260606
2010-07-13,1.6341184961322546,1.306402246786087,0.007930931808230686
2010-07-14,1.6558434419272012,1.3186029848303193,0.013206998653348748
2010-07-15,1.636766666489154,1.3082960545787474,-0.011587760564785084
2010-07-16,1.6040474462058971,1.2749653951159352,-0.020192661899351705
2010-07-19,1.60504466357877,1.285806965138139,0.0006214950301463521
