,portfolio,market,returns
2009-05-20,1.0,1.0,0.0
2009-05-21,1.0,1.0,0.0
2009-05-22,1.0,1.0,0.0
2009-05-26,1.0,1.0,0.0
2009-05-27,1.0,1.0,0.0
2009-05-28,1.0,1.0,0.0
2009-05-29,1.0,1.0,0.0
2009-06-01,1.0,1.0,0.0
2009-06-02,1.0,1.0,0.0
2009-06-03,1.0,1.0,0.0
2009-06-04,1.0,1.0,0.0
2009-06-05,1.0,1.0,0.0
2009-06-08,1.0,1.0,0.0
2009-06-09,1.0,1.0,0.0
2009-06-10,1.0,1.0,0.0
2009-06-11,1.0,1.0,0.0
2009-06-12,1.0,1.0,0.0
2009-06-15,1.0,1.0,0.0
2009-06-16,1.0,1.0,0.0
2009-06-17,1.0,1.0,0.0
2009-06-18,1.0,1.0,0.0
2009-06-19,1.0,1.0,0.0
2009-06-22,1.0,1.0,0.0
2009-06-23,1.0,1.0,0.0
2009-06-24,1.0,1.0,0.0
2009-06-25,1.0,1.0,0.0
2009-06-26,1.0,1.0,0.0
2009-06-29,1.0,1.0,0.0
2009-06-30,1.0,1.0,0.0
2009-07-01,1.0,1.0,0.0
2009-07-02,1.0,1.0,0.0
2009-07-06,1.0,1.0,0.0
2009-07-07,1.0,1.0,0.0
2009-07-08,1.0,1.0,0.0
2009-07-09,1.0,1.0,0.0
2009-07-10,1.0,1.0,0.0
2009-07-13,1.0,1.0,0.0
2009-07-14,1.0,1.0,0.0
2009-07-15,1.0,1.0,0.0
2009-07-16,1.0,1.0,0.0
2009-07-17,1.0,1.0,0.0
2009-07-20,1.0,1.0,0.0
2009-07-21,1.0,1.0,0.0
2009-07-22,1.0,1.0,0.0
2009-07-23,1.0,1.0,0.0
2009-07-24,1.0,1.0,0.0
2009-07-27,1.0,1.0,0.0
2009-07-28,1.0,1.0,0.0
2009-07-29,1.0,1.0,0.0
2009-07-30,1.0,1.0,0.0
2009-07-31,1.0,1.0,0.0
2009-08-03,1.0,1.0,0.0
2009-08-04,1.0,1.0,0.0
2009-08-05,0.9882618977778358,0.9879652080727497,-0.011807537520145128
2009-08-06,0.9780726793049958,0.9772174463727191,-0.01036375974636311
2009-08-07,0.9958124895999292,0.9884459171313642,0.017974994733345663
2009-08-10,0.9921066449007602,0.9832024807412858,-0.003728369922499705
2009-08-11,0.9828581012275912,0.9681555047962734,-0.009365849394253495
2009-08-12,1.0023180955182904,0.9876631964168003,0.01960593470660444
2009-08-13,1.010825958358108,0.9918350611818562,0.008452364241634569
2009-08-14,0.9902510473206038,0.9822614406854291,-0.020564561848023424
2009-08-17,0.9616042727534047,0.9609295909725785,-0.029355486682912744
2009-08-18,0.981018769196092,0.9803600047782821,0.01998858474402458
2009-08-19,0.9904630886221782,0.9916485929864177,0.00958100784785871
2009-08-20,1.0019964902029728,1.0027774270644438,0.011577178685898238
2009-08-21,1.0165625379505017,1.0217395498533937,0.014432375009624465
2009-08-24,1.0097015402860525,1.0163871213262445,-0.006772092435090757
2009-08-25,1.0157194358177501,1.0200987149230096,0.005942382597869234
2009-08-26,1.0192303853528215,1.0227340012489694,0.0034506531294085686
2009-08-27,1.0248862548935744,1.0258909695155383,0.005533817207315563
2009-08-28,1.0384402022824,1.030808412190865,0.013138146097026033
2009-08-31,1.0285126525500536,1.0226275517403947,-0.009606049748706155
2009-09-01,1.0068795610367847,1.0043722124854075,-0.021257726938334647
2009-09-02,1.0001958272630642,1.0007365330788482,-0.006660196674830554
2009-09-03,1.0065921260247326,1.010125647829576,0.006374684826815392
2009-09-04,1.0262851941135012,1.0266767083651849,0.019375181922753924
2009-09-08,1.0458418572337023,1.0414325309735935,0.01887649082221597
2009-09-09,1.065925662661231,1.0564160192304721,0.019021422192976624
2009-09-10,1.081639980743995,1.068262272031229,0.014634801459663747
2009-09-11,1.0758052648438097,1.0630137655610998,-0.005408925286320817
2009-09-14,1.0736631619307904,1.0614461369249302,-0.0019931473061474336
2009-09-15,1.0850433471823115,1.0668223747354904,0.010543620009306701
2009-09-16,1.1139407582257599,1.0847469149075109,0.026284023006888393
2009-09-17,1.099910157890399,1.075995981534468,-0.012675458822273857
2009-09-18,1.1127867132763145,1.086611756942184,0.01163891972426892
2009-09-21,1.1142435218967246,1.0862892306622876,0.0013082972939597389
2009-09-22,1.1187852434786463,1.0905762751069443,0.004067773666186551
2009-09-23,1.1089499010962638,1.0833195111245855,-0.00882996007995767
2009-09-24,1.0946937494186149,1.0734809453714584,-0.012938889130585413
2009-09-25,1.085170827161738,1.0651810364521668,-0.008737224186007779
2009-09-28,1.1044173837117262,1.0821040350861062,0.017580522213983513
2009-09-29,1.097244402266037,1.0767080987400424,-0.006515993333308979
2009-09-30,1.1070857227538131,1.082135310443969,0.008929139672581165
2009-10-01,1.0612423340068817,1.0463516884442192,-0.0422908522668421
2009-10-02,1.0615158227522874,1.0494304026323478,0.0002576730123225992
2009-10-05,1.0441845853326,1.0461074175173202,-0.016461628218810302
2009-10-06,1.0668827136116654,1.060115899488831,0.021504764729220874
2009-10-07,1.0638990197183007,1.0569846478482319,-0.0028005644771777463
2009-10-08,1.0609917936316295,1.053667209222032,-0.0027363550682829715
2009-10-09,1.072224373140509,1.0631319957275762,0.010531218909970238
2009-10-12,1.0674374825984552,1.0595653258632574,-0.004474443913513827
2009-10-13,1.0731367263804075,1.0616303264479807,0.005324979785164942
2009-10-14,1.0847590620224863,1.072398208154738,0.010772019650911322
2009-10-15,1.0810167894505662,1.0760532344019584,-0.0034558297057724657
2009-10-16,1.0581018073951707,1.058543225762031,-0.021425514664668282
2009-10-19,1.0694302216449605,1.0666222370403386,0.010649448329919386
2009-10-20,1.0681634167981862,1.0641351029011867,-0.0011852626808432965
2009-10-21,1.0619290207463201,1.0590016317985718,-0.005853655630506076
2009-10-22,1.0766920325031188,1.0695292482380114,0.01380632262951804
2009-10-23,1.1212410939666404,1.0994068632812422,0.040542783150353104
2009-10-26,1.1223322717205977,1.099273327852073,0.0009727141950919312
2009-10-27,1.1006376835328102,1.0863164062811008,-0.019519181298247243
2009-10-28,1.0667833622070177,1.0582196643643036,-0.03124180662760232
2009-10-29,1.0900581736763173,1.075060228613235,0.02158314773931875
2009-10-30,1.0582329782205588,1.0496916120747093,-0.029630549434373224
2009-11-02,1.062740355345049,1.0520209067084312,0.00425029753664962
2009-11-03,1.0612234810550703,1.0507058393464417,-0.0014283430890758642
2009-11-04,1.060646851398483,1.0532456345999985,-0.0005435107475961487
2009-11-05,1.0946803790310269,1.0828822408211038,0.031583469897551085
2009-11-06,1.1103083023476872,1.0945528556091009,0.014175297129050248
2009-11-09,1.1377993562281068,1.1145502153970226,0.024458280690876955
2009-11-10,1.1330395218456966,1.1098246743445295,-0.004192143579405766
2009-11-11,1.156711435524763,1.1267788751716803,0.020677145511821253
2009-11-12,1.1427275037498734,1.1119160311151293,-0.01216305752896462
2009-11-13,1.1583508141880519,1.1275149277405119,0.013579329530596833
2009-11-16,1.1775487325196048,1.1439851987285852,0.01643765071969417
2009-11-17,1.1783839593989676,1.146187597263921,0.0007090414001463667
2009-11-18,1.1691125291791313,1.1388115950748763,-0.007899034902322128
2009-11-19,1.1401694074596822,1.1169465532453204,-0.025068084299119678
2009-11-20,1.136732858389155,1.114589809476688,-0.003018620255591279
2009-11-23,1.1546712616081174,1.1292195692923994,0.015657447221481078
2009-11-24,1.1509562998822835,1.125294597672813,-0.003222519517491014
2009-11-25,1.1599922967896983,1.1314959209454227,0.007820202398533432
2009-11-27,1.13765336608206,1.110394020691944,-0.019445674148941574
2009-11-30,1.1468872006503819,1.1202618061781693,0.008083800223243648
2009-12-01,1.1662092446629453,1.1363503538377615,0.016707036424229896
2009-12-02,1.1820572704579757,1.1463368435198444,0.013497842917106595
2009-12-03,1.1778798054184547,1.1413270819290628,-0.003540322672279284
2009-12-04,1.174911403583085,1.1463145328809814,-0.0025233037030905877
2009-12-07,1.1852674229287534,1.1503362423205128,0.008775678862501848
2009-12-08,1.1692295293730413,1.1360085118282648,-0.013623412383068583
2009-12-09,1.1747995281798098,1.1401073500957535,0.004752508698742779
2009-12-10,1.1761507889894496,1.1439738186693467,0.00114954445194198
2009-12-11,1.1635315689079995,1.1363853429858872,-0.010787226992246912
2009-12-14,1.1787999855972198,1.1472399587331357,0.013037123449860171
2009-12-15,1.1707162645156637,1.14262189296707,-0.006881206214274505
2009-12-16,1.1832409431236854,1.150150806562772,0.010641482056805606
2009-12-17,1.1661791338147094,1.134457276371976,-0.01452452822676835
2009-12-18,1.1777392113947682,1.1397443513051773,0.009863970932140158
2009-12-21,1.2090878919888612,1.1606280204721926,0.02626958865502557
2009-12-22,1.2245452021216927,1.1728305410949953,0.012703244304112467
2009-12-23,1.251434618572382,1.1928554846809776,0.02172107641120765
2009-12-24,1.258546715689046,1.2005394316835858,0.005667066919610817
2009-12-28,1.2600669894100087,1.2043973625478532,0.0012072307003257116
2009-12-29,1.2621309906366966,1.2088239662451836,0.001636669038183161
2009-12-30,1.2642069962001485,1.20991845304289,0.0016434903208662986
2009-12-31,1.2516105095093795,1.1989521710842403,-0.010013915417103678
2010-01-04,1.260408215817659,1.2134036433378736,0.007004519607974812
2010-01-05,1.258918100440065,1.2155381189709513,-0.0011829476236694953
2010-01-06,1.2662636444786928,1.2215760784683347,0.005817850310514611
2010-01-07,1.2484089489351402,1.211983318341822,-0.01420065219882882
2010-01-08,1.2565884713227662,1.2154026825535589,0.006530586679696704
2010-01-11,1.2415079889284448,1.2042230728052616,-0.012073725502076275
2010-01-12,1.2192888596974367,1.196787332533051,-0.01805897379420955
2010-01-13,1.2453353178394009,1.2121947485677407,0.021137038175337568
2010-01-14,1.2326705377350902,1.207898106551658,-0.010221840475303627
2010-01-15,1.2085260376912748,1.1973154455628572,-0.019781518139788217
2010-01-19,1.231268455086646,1.2167241023041695,0.018643435750181
2010-01-20,1.2227446897558134,1.2082195797455613,-0.006946824680086415
2010-01-21,1.2149589883106773,1.1965997922837313,-0.006387755759569733
2010-01-22,1.180757618822756,1.1660264817343353,-0.02855403920605666
2010-01-25,1.1842751688341204,1.1693910281148265,0.002974633242898445
2010-01-26,1.1779073524621966,1.1649468017993283,-0.005391481552001135
2010-01-27,1.2045798318012952,1.1856154563371764,0.022391384675307307
2010-01-28,1.2242800058616188,1.1916221101301663,0.016222101917897386
2010-01-29,1.196676598124809,1.1685685355720983,-0.022804707632025148
2010-02-01,1.2039701406431902,1.1794120254613816,0.006076333331955631
2010-02-02,1.2157290750431864,1.1875020993547512,0.009719412062183515
2010-02-03,1.2216111994445975,1.1908955685407703,0.0048266840984861805
2010-02-04,1.1676819298185541,1.1486097141106428,-0.04515011539212193
2010-02-05,1.1796021786340343,1.1565218873291117,0.010156717837556598
2010-02-08,1.1728481205055286,1.1486919047286257,-0.005742163081354395
2010-02-09,1.1903520229326028,1.1622713689030792,0.014813999089876038
2010-02-10,1.1971799199154043,1.1716875218340679,0.005719643299613439
2010-02-11,1.2255197727695997,1.1940367603452504,0.023396333797638467
2010-02-12,1.2327588888581504,1.1994944983521378,0.005889598334096056
2010-02-16,1.2459453437045727,1.2114204144854028,0.010639897222852399
2010-02-17,1.2408545884011026,1.210868616642769,-0.004094227531563849
2010-02-18,1.2395520628204246,1.2126067997192282,-0.0010502517313126984
2010-02-19,1.2344538503021873,1.2041706739496818,-0.004121428866902525
2010-02-22,1.2327537955977552,1.2033459064653462,-0.0013781206965213504
2010-02-23,1.2113318595911573,1.1855567644778904,-0.017530060264838176
2010-02-24,1.2290609813739322,1.1981490042207497,0.014529983250013099
2010-02-25,1.2283174869088171,1.1961961728417554,-0.0006051119038818455
2010-02-26,1.2260549243655674,1.1945230541765517,-0.0018436999660960288
2010-03-01,1.272304238087904,1.2282358602182344,0.03702798075277719
2010-03-02,1.2792907777554177,1.2335732219878994,0.005476227245581397
2010-03-03,1.28103300352774,1.2339740989645367,0.0013609419561357442
2010-03-04,1.285491214229657,1.2354292387472174,0.0034741266966283194
2010-03-05,1.3145521382339898,1.2583208807218305,0.022355114973281874
2010-03-08,1.3198840172662156,1.263633698879083,0.004047838670031242
2010-03-09,1.3309266716999495,1.2716587231188572,0.008331578164855693
2010-03-10,1.3432860231479022,1.2865461006236252,0.00924342284267753
2010-03-11,1.3463698446500645,1.2887700062269478,0.0022930984349761965
2010-03-12,1.3409960546360853,1.2825017261796163,-0.003999304402852802
2010-03-15,1.3369071561400905,1.2816178305746895,-0.0030538083876003957
2010-03-16,1.3571652880766336,1.2912938823558398,0.015039323580432121
2010-03-17,1.3641930161442322,1.2987112185121639,0.00516487933813752
2010-03-18,1.3548507570833859,1.294110521358906,-0.00687175090494941
2010-03-19,1.3378023739502818,1.2851921930532682,-0.012663057578931786
2010-03-22,1.3614221971556952,1.3048084149134875,0.017501638204245815
2010-03-23,1.385316579995442,1.3272363643595968,0.017398804454160057
2010-03-24,1.3641986033365077,1.3094528073925462,-0.015361538580479752
2010-03-25,1.3740419750883286,1.3125866550462395,0.00718959039460796
2010-03-26,1.375750675306962,1.3087748253628801,0.001242784924809378
2010-03-29,1.3820735196676188,1.3139469806286241,0.004585394097936515
2010-03-30,1.3930947061937307,1.32029937723203,0.00794275769333066
2010-03-31,1.3851896459573714,1.311161315297163,-0.0056906209084714
2010-04-01,1.3845153541420878,1.3134892887643408,-0.00048690515683938695
2010-04-05,1.410014692083585,1.3290448683230882,0.01824997052843323
2010-04-06,1.4121716094499237,1.329608953980757,0.0015285438596605195
2010-04-07,1.399756080002081,1.3177734308048303,-0.008830675189199038
2010-04-08,1.4094291501275453,1.3252353606002405,0.006886771426611648
2010-04-09,1.4146391943989909,1.3359540377180783,0.0036897479167200967
2010-04-12,1.4231745205899364,1.3432580167003203,0.006015441974674716
2010-04-13,1.4439991072791072,1.3601638326132164,0.014526467834071617
2010-04-14,1.458736715999843,1.3748265162902813,0.010154375837678415
2010-04-15,1.4684763746188576,1.3830349248741283,0.006654585227048313
2010-04-16,1.4347362058150726,1.360266786039842,-0.0232443796499747
2010-04-19,1.431788893573062,1.357896288106094,-0.0020563666166190297
2010-04-20,1.447591661682106,1.3715328233436261,0.010976615534842782
2010-04-21,1.4507272182010273,1.3735714756529454,0.0021637078944908793
2010-04-22,1.4979303288787884,1.400402181676556,0.03201941386724172
2010-04-23,1.4935441803172027,1.3908700833925165,-0.002932434598310404
2010-04-26,1.5140843308367826,1.404264203069429,0.013658914089192079
2010-04-27,1.4606911985721414,1.3725538247028461,-0.035901106537245736
2010-04-28,1.4579780140364553,1.3742722776575118,-0.001859193420690467
2010-04-29,1.4931794885330292,1.4007302678979423,0.02385717728169107
2010-04-30,1.4530040245435991,1.3708454802712522,-0.027274576793977417
2010-05-03,1.477015999819585,1.3920213821372787,0.016390681624696504
2010-05-04,1.4258611323268515,1.3524978996889352,-0.03524790130453563
2010-05-05,1.399469274373277,1.331035738256654,-0.018682859442691196
2010-05-06,1.3626610297559818,1.2969447884484455,-0.02665364727354651
2010-05-07,1.3106555335128012,1.2547989928475043,-0.038912007944631836
2010-05-10,1.4071290932830156,1.3228579591558762,0.07102410482172736
2010-05-11,1.4124737652115766,1.3330118139755016,0.003791085879935189
2010-05-12,1.4597447443605527,1.3716855208764585,0.03291897701178173
2010-05-13,1.4465421216101195,1.365011307321878,-0.009085623057712445
2010-05-14,1.3781229885791737,1.3221894624578487,-0.048453544224412504
2010-05-17,1.3969924259585567,1.3352148109291482,0.013599238397075565
2010-05-18,1.3646601113701262,1.311058733569019,-0.023416263471746787
2010-05-19,1.3617784639638628,1.3097126022303083,-0.0021138554040576875
2010-05-20,1.306449097854956,1.2594226413805283,-0.04147869471398547
2010-05-21,1.3414559178459475,1.280377955673059,0.026442685271141023
2010-05-24,1.3308095362734291,1.266792315254647,-0.00796809898143169
2010-05-25,1.3477739008956129,1.2770334514578303,0.012666838064835444
2010-05-26,1.3403029521936347,1.2631358301334128,-0.005558596938360634
2010-05-27,1.3984338720589176,1.3107545584094527,0.04245727518939931
2010-05-28,1.39314203920707,1.3082699228219639,-0.003791291600750003
2010-06-01,1.3689603897016087,1.2857465050081167,-0.017510043739537323
2010-06-02,1.4047980434926022,1.3173241875391977,0.025841938839546514
2010-06-03,1.416678324377734,1.327574760906398,0.008421371979644552
2010-06-04,1.350771929525362,1.2706049060111675,-0.04763869417884113
2010-06-07,1.3154626387042696,1.2441642763326948,-0.026487808222951468
2010-06-08,1.3102943070133861,1.2410846997842127,-0.003936646409328741
2010-06-09,1.3081041631102128,1.2442823607138374,-0.0016728885402312358
2010-06-10,1.356735803731007,1.2780554201808738,0.036502784925356274
2010-06-11,1.3771044682767293,1.296614758510679,0.014901412867907927
2010-06-14,1.3898134585633286,1.3040344850476102,0.009186452151874356
2010-06-15,1.4225804100624315,1.3343796166099096,0.023302876875456083
2010-06-16,1.426139980402961,1.3472189384094055,0.0024990674269137862
2010-06-17,1.441139469480754,1.3548486794348413,0.010462618704188248
2010-06-18,1.4358030007012121,1.3520673807720869,-0.003709823827306209
2010-06-21,1.404520309532769,1.3308230658952624,-0.022028447131709178
2010-06-22,1.3863944823474865,1.3143182142984977,-0.012989348124362508
2010-06-23,1.3893490595965319,1.3123584137204936,0.0021288554212318287
2010-06-24,1.3560174594921708,1.2870084097394998,-0.024283269662301793
2010-06-25,1.3643792224118523,1.2910333945612276,0.006147477864115732
2010-06-28,1.3596484466335244,1.2918474744480397,-0.003473371840882004
2010-06-29,1.2911434551000105,1.2410239157714964,-0.05169794576365114
2010-06-30,1.2714592381347611,1.2316934625612748,-0.015362977662967651
2010-07-01,1.2746997693054145,1.232854902603124,0.0025454285340406435
2010-07-02,1.265537407024599,1.229456539208465,-0.007213816117231153
2010-07-06,1.271344169638872,1.2316958712380148,0.004577882359931175
2010-07-07,1.329906187597258,1.2758534735728535,0.04503366170918156
2010-07-08,1.3313158463878565,1.2778884243536965,0.0010594072150658248
2010-07-09,1.3424594477453236,1.2852947528762555,0.008335529033355979
2010-07-12,1.3490553827967178,1.2885739377511174,0.004901290627752214
2010-07-13,1.3729861864668376,1.306402246786087,0.01758343467848358
2010-07-14,1.3859699049958598,1.3186029848303193,0.009412121001199135
2010-07-15,1.3735871963763429,1.3082960545787474,-0.008974477559027928
2010-07-16,1.3331959347560596,1.2749653951159352,-0.029846690911211282
2010-07-19,1.348049197842915,1.285806965138139,0.011079490448662532
