,portfolio,market,returns
2009-05-20,1.0,1.0,0.0
2009-05-21,1.0,1.0,0.0
2009-05-22,1.0,1.0,0.0
2009-05-26,1.0,1.0,0.0
2009-05-27,1.0,1.0,0.0
2009-05-28,1.0,1.0,0.0
2009-05-29,1.0,1.0,0.0
2009-06-01,1.0,1.0,0.0
2009-06-02,1.0,1.0,0.0
2009-06-03,1.0,1.0,0.0
2009-06-04,1.0,1.0,0.0
2009-06-05,1.0,1.0,0.0
2009-06-08,1.0,1.0,0.0
2009-06-09,1.0,1.0,0.0
2009-06-10,1.0,1.0,0.0
2009-06-11,1.0,1.0,0.0
2009-06-12,1.0,1.0,0.0
2009-06-15,1.0,1.0,0.0
2009-06-16,1.0,1.0,0.0
2009-06-17,1.0,1.0,0.0
2009-06-18,1.0,1.0,0.0
2009-06-19,1.0,1.0,0.0
2009-06-22,1.0,1.0,0.0
2009-06-23,1.0,1.0,0.0
2009-06-24,1.0,1.0,0.0
2009-06-25,1.0,1.0,0.0
2009-06-26,1.0,1.0,0.0
2009-06-29,1.0,1.0,0.0
2009-06-30,1.0,1.0,0.0
2009-07-01,1.0,1.0,0.0
2009-07-02,1.0,1.0,0.0
2009-07-06,1.0,1.0,0.0
2009-07-07,1.0,1.0,0.0
2009-07-08,1.0,1.0,0.0
2009-07-09,1.0,1.0,0.0
2009-07-10,1.0,1.0,0.0
2009-07-13,1.0,1.0,0.0
2009-07-14,1.0,1.0,0.0
2009-07-15,1.0,1.0,0.0
2009-07-16,1.0,1.0,0.0
2009-07-17,1.0,1.0,0.0
2009-07-20,1.0,1.0,0.0
2009-07-21,1.0,1.0,0.0
2009-07-22,1.0,1.0,0.0
2009-07-23,1.0,1.0,0.0
2009-07-24,1.0,1.0,0.0
2009-07-27,1.0,1.0,0.0
2009-07-28,1.0,1.0,0.0
2009-07-29,1.0,1.0,0.0
2009-07-30,1.0,1.0,0.0
2009-07-31,1.0,1.0,0.0
2009-08-03,1.0,1.0,0.0
2009-08-04,1.0,1.0,0.0
2009-08-05,0.9998577417997361,0.9879652080727497,-0.0001422683184985993
2009-08-06,0.9998518055965665,0.9772174463727191,-5.937065328245271e-06
2009-08-07,0.9998518055940668,0.9884459171313642,-2.5000002068540524e-12
2009-08-10,0.9998518055915672,0.9832024807412858,-2.5000002068540524e-12
2009-08-11,0.9998518055890675,0.9681555047962734,-2.5000002068540524e-12
2009-08-12,0.9998518055865678,0.9876631964168003,-2.5000002068540524e-12
2009-08-13,0.9999119114108598,0.9918350611818562,6.011292554011693e-05
2009-08-14,0.9966018748942302,0.9822614406854291,-0.0033158193436001277
2009-08-17,0.9753732943972685,0.9609295909725785,-0.021531103145940624
2009-08-18,0.9974321793276979,0.9803600047782821,0.02236389180506017
2009-08-19,1.0125341822319183,0.9916485929864177,0.015027402686725765
2009-08-20,1.0250187299605784,1.0027774270644438,0.012254605777652552
2009-08-21,1.0512178178516494,1.0217395498533937,0.025238432816806673
2009-08-24,1.0503960167538637,1.0163871213262445,-0.000782066732069898
2009-08-25,1.0518982848817329,1.0200987149230096,0.0014291703764888575
2009-08-26,1.05346748691858,1.0227340012489694,0.0014906695392650337
2009-08-27,1.0569497351014048,1.0258909695155383,0.003300059603138428
2009-08-28,1.0494785546960683,1.030808412190865,-0.0070937251462988874
2009-08-31,1.0382481015517404,1.0226275517403947,-0.010758651118112663
2009-09-01,1.0119211321828163,1.0043722124854075,-0.025684139565942076
2009-09-02,1.0087070523795176,1.0007365330788482,-0.0031812705639870124
2009-09-03,1.0132152856984584,1.010125647829576,0.004459360936173902
2009-09-04,1.032922060231377,1.0266767083651849,0.01926301159398957
2009-09-08,1.051387851906892,1.0414325309735935,0.017719317589760638
2009-09-09,1.0681993724270022,1.0564160192304721,0.015863346138938243
2009-09-10,1.0784247548016939,1.068262272031229,0.009527014525728295
2009-09-11,1.0735675014414747,1.0630137655610998,-0.004514199853097742
2009-09-14,1.0724686581012952,1.0614461369249302,-0.0010240679506575176
2009-09-15,1.0854385519739402,1.0668223747354904,0.012020952406298297
2009-09-16,1.1093187372631697,1.0847469149075109,0.021761975795628486
2009-09-17,1.0956877872386055,1.075995981534468,-0.012363794291285823
2009-09-18,1.1044293726454701,1.086611756942184,0.00794651438315736
2009-09-21,1.1022643576296522,1.0862892306622876,-0.001962225805204229
2009-09-22,1.1103708959745928,1.0905762751069443,0.007327529045054483
2009-09-23,1.1042916795432827,1.0833195111245855,-0.005489984535374203
2009-09-24,1.0952461166886291,1.0734809453714584,-0.00822501325763826
2009-09-25,1.0852847155460523,1.0651810364521668,-0.009136738817903589
2009-09-28,1.1004494458376706,1.0821040350861062,0.013876320143219425
2009-09-29,1.091134435909357,1.0767080987400424,-0.008500761494909692
2009-09-30,1.102424161847189,1.082135310443969,0.010293616530849946
2009-10-01,1.0655540677356994,1.0463516884442192,-0.034016622946264743
2009-10-02,1.0726434827695674,1.0494304026323478,0.006631231005352948
2009-10-05,1.0773594431833857,1.0461074175173202,0.0043869409444419645
2009-10-06,1.0997415361055676,1.060115899488831,0.020562097504344595
2009-10-07,1.1032689915534741,1.0569846478482319,0.0032023981603384703
2009-10-08,1.1053311664554257,1.053667209222032,0.001867404994125276
2009-10-09,1.1189227453192874,1.0631319957275762,0.012221399582196963
2009-10-12,1.1188256391727802,1.0595653258632574,-8.678915500345767e-05
2009-10-13,1.1223715268063703,1.0616303264479807,0.003164282566859325
2009-10-14,1.1351740249046363,1.072398208154738,0.011342083636522648
2009-10-15,1.1326289572119104,1.0760532344019584,-0.002244523672321341
2009-10-16,1.1122890984715204,1.058543225762031,-0.01812129855461449
2009-10-19,1.1235850150902766,1.0666222370403386,0.010104336873189599
2009-10-20,1.1245413642789444,1.0641351029011867,0.0008507966870760618
2009-10-21,1.1207747747579244,1.0590016317985718,-0.0033550669816092213
2009-10-22,1.1335007268094965,1.0695292482380114,0.011290622747407298
2009-10-23,1.1811349747676183,1.0994068632812422,0.04116498669714166
2009-10-26,1.1819502027303825,1.099273327852073,0.0006899691944823581
2009-10-27,1.160233461941658,1.0863164062811008,-0.018544543105668155
2009-10-28,1.1313676292731356,1.0582196643643036,-0.025194052638576263
2009-10-29,1.158678414738515,1.075060228613235,0.023852865473622965
2009-10-30,1.1245667412305143,1.0496916120747093,-0.029882215151515637
2009-11-02,1.1284278382464534,1.0520209067084312,0.0034275277862021846
2009-11-03,1.1225587060499522,1.0507058393464417,-0.00521473170008106
2009-11-04,1.1288390476708503,1.0532456345999985,0.005579074461557581
2009-11-05,1.157062500355235,1.0828822408211038,0.024694752704013643
2009-11-06,1.1762281609439535,1.0945528556091009,0.016428378851101242
2009-11-09,1.2019656255146414,1.1145502153970226,0.02164539271428573
2009-11-10,1.2030982028081139,1.1098246743445295,0.0009418272849448398
2009-11-11,1.2204744338544382,1.1267788751716803,0.014339597985765175
2009-11-12,1.2098127492064679,1.1119160311151293,-0.008774068375918966
2009-11-13,1.228796241519758,1.1275149277405119,0.015569429708561289
2009-11-16,1.242120381687009,1.1439851987285852,0.010784879653379525
2009-11-17,1.250171893079839,1.146187597263921,0.006461151783766586
2009-11-18,1.244205985245173,1.1388115950748763,-0.004783492681330503
2009-11-19,1.2095018154190584,1.1169465532453204,-0.02828901134015455
2009-11-20,1.2071557030762987,1.114589809476688,-0.0019416181584979279
2009-11-23,1.2254896996853428,1.1292195692923994,0.015073584978440165
2009-11-24,1.2226922202505146,1.125294597672813,-0.002285353557070345
2009-11-25,1.2287964168974337,1.1314959209454227,0.0049800020446100195
2009-11-27,1.2070356684262602,1.110394020691944,-0.01786767433927587
2009-11-30,1.2186313550339498,1.1202618061781693,0.009560895811867566
2009-12-01,1.2359000723541003,1.1363503538377615,0.014071119167150285
2009-12-02,1.252971874079128,1.1463368435198444,0.013718720530325714
2009-12-03,1.2497240469481037,1.1413270819290628,-0.0025954642759538553
2009-12-04,1.2515509646164493,1.1463145328809814,0.0014607893735504261
2009-12-07,1.2636462577202714,1.1503362423205128,0.009617843195409282
2009-12-08,1.2476978066523514,1.1360085118282648,-0.012701298536427508
2009-12-09,1.251429616149025,1.1401073500957535,0.0029864921704029854
2009-12-10,1.255728768043204,1.1439738186693467,0.0034295049731979093
2009-12-11,1.2453972452407416,1.1363853429858872,-0.00826154414301576
2009-12-14,1.2568271293282332,1.1472399587331357,0.009135842181439913
2009-12-15,1.251049062356209,1.14262189296707,-0.004607944498202404
2009-12-16,1.255604140923691,1.150150806562772,0.00363439468939154
2009-12-17,1.236974904395498,1.134457276371976,-0.01494803809311901
2009-12-18,1.24661990445248,1.1397443513051773,0.007767006463564678
2009-12-21,1.2734733915594305,1.1606280204721926,0.021312308846330626
2009-12-22,1.284550533289335,1.1728305410949953,0.008660756278134833
2009-12-23,1.3064546139306494,1.1928554846809776,0.016908188958230163
2009-12-24,1.3156468912138328,1.2005394316835858,0.007011410391706213
2009-12-28,1.3163861054012458,1.2043973625478532,0.0005617058769266689
2009-12-29,1.316173478726209,1.2088239662451836,-0.0001615360770300322
2009-12-30,1.3200646809593095,1.20991845304289,0.0029520891465846886
2009-12-31,1.3095179484061394,1.1989521710842403,-0.008021644887019307
2010-01-04,1.3130801235153224,1.2134036433378736,0.0027165255025143856
2010-01-05,1.3139735699943063,1.2155381189709513,0.000680188995631119
2010-01-06,1.3145927482528348,1.2215760784683347,0.00047111481340323974
2010-01-07,1.2959048588132223,1.211983318341822,-0.014317736582049757
2010-01-08,1.3027560163639562,1.2154026825535589,0.0052728491331572504
2010-01-11,1.2906907052589431,1.2042230728052616,-0.009304527412624615
2010-01-12,1.275043897474421,1.196787332533051,-0.012196898010649838
2010-01-13,1.2977590279555493,1.2121947485677407,0.01765834477581167
2010-01-14,1.2866284592155321,1.207898106551658,-0.008613752798322574
2010-01-15,1.2663076781296418,1.1973154455628572,-0.015919873440250993
2010-01-19,1.281647910968794,1.2167241023041695,0.012041354360866292
2010-01-20,1.2772601884682755,1.2082195797455613,-0.0034293742455067675
2010-01-21,1.2666771038001452,1.1965997922837313,-0.008320288137704268
2010-01-22,1.2253961347549616,1.1660264817343353,-0.03313285057421176
2010-01-25,1.231704986965369,1.1693910281148265,0.005135210730390632
2010-01-26,1.2279983471310614,1.1649468017993283,-0.003013894040452979
2010-01-27,1.2460434037808148,1.1856154563371764,0.014587770396092523
2010-01-28,1.2716704047834404,1.1916221101301663,0.02035806119003847
2010-01-29,1.2450659138596885,1.1685685355720983,-0.021142844062893615
2010-02-01,1.2575994538912005,1.1794120254613816,0.010016236991411279
2010-02-02,1.2689295308300794,1.1875020993547512,0.008968947412669329
2010-02-03,1.2758343617076637,1.1908955685407703,0.005426709950334502
2010-02-04,1.2290728516068077,1.1486097141106428,-0.037340259655839446
2010-02-05,1.243454512152982,1.1565218873291117,0.011633297033443006
2010-02-08,1.2356395217701295,1.1486919047286257,-0.006304735600831932
2010-02-09,1.252618920817833,1.1622713689030792,0.01364782867641858
2010-02-10,1.253697025601808,1.1716875218340679,0.0008603104037279042
2010-02-11,1.2811088436949225,1.1940367603452504,0.021629180248907736
2010-02-12,1.2857217207834728,1.1994944983521378,0.003594224007129266
2010-02-16,1.3013603049013882,1.2114204144854028,0.012089894581213434
2010-02-17,1.299010585343355,1.210868616642769,-0.001807219261144209
2010-02-18,1.299442503568947,1.2126067997192282,0.00033244258138703315
2010-02-19,1.2964761300902765,1.2041706739496818,-0.0022854142718472244
2010-02-22,1.2935863387200668,1.2033459064653462,-0.0022314462155269663
2010-02-23,1.2692418392110374,1.1855567644778904,-0.018998723199272226
2010-02-24,1.2858439732335112,1.1981490042207497,0.012995545953248144
2010-02-25,1.2839366719798702,1.1961961728417554,-0.0014844080895173666
2010-02-26,1.2859450628297677,1.1945230541765517,0.0015630223102835327
2010-03-01,1.3270118464897,1.2282358602182344,0.03143577685543402
2010-03-02,1.3341725264903894,1.2335732219878994,0.005381586711209096
2010-03-03,1.3313793741807654,1.2339740989645367,-0.0020957410810778085
2010-03-04,1.33690923200297,1.2354292387472174,0.004144878245073437
2010-03-05,1.3576575513188587,1.2583208807218305,0.015400419367575491
2010-03-08,1.362008357381886,1.263633698879083,0.0031995178000954966
2010-03-09,1.374863900693402,1.2716587231188572,0.009394401018476727
2010-03-10,1.3883462480010706,1.2865461006236252,0.009758544212809177
2010-03-11,1.3909979172710079,1.2887700062269478,0.0019081264483451024
2010-03-12,1.387016575780222,1.2825017261796163,-0.002866323554401837
2010-03-15,1.3782523557795248,1.2816178305746895,-0.006338804289966308
2010-03-16,1.4011505474058765,1.2912938823558398,0.01647743082911985
2010-03-17,1.4104171355505835,1.2987112185121639,0.006591782718904254
2010-03-18,1.4016080973532379,1.294110521358906,-0.006265283004762687
2010-03-19,1.3889224738423003,1.2851921930532682,-0.009091970493208226
2010-03-22,1.4081324204320225,1.3048084149134875,0.013736053971493295
2010-03-23,1.4246241967936837,1.3272363643595968,0.011643755393622581
2010-03-24,1.4078709135519445,1.3094528073925462,-0.011829484491181782
2010-03-25,1.421720273757765,1.3125866550462395,0.009789025893783145
2010-03-26,1.4293656042239482,1.3087748253628801,0.005363113610009899
2010-03-29,1.4344126019020167,1.3139469806286241,0.003524716304629568
2010-03-30,1.442164788744591,1.32029937723203,0.005389881448110303
2010-03-31,1.4329587983721261,1.311161315297163,-0.006403913773455605
2010-04-01,1.433184304074162,1.3134892887643408,0.00015735829849886494
2010-04-05,1.453157976728925,1.3290448683230882,0.013840348379098793
2010-04-06,1.462950971498101,1.329608953980757,0.006716505926585177
2010-04-07,1.4544701695649753,1.3177734308048303,-0.00581391945397886
2010-04-08,1.4615790987247346,1.3252353606002405,0.00487573599771801
2010-04-09,1.4710719122229627,1.3359540377180783,0.0064739012946211216
2010-04-12,1.4781835472887594,1.3432580167003203,0.0048226739927001465
2010-04-13,1.4924096893193526,1.3601638326132164,0.009578053647420877
2010-04-14,1.508206022287461,1.3748265162902813,0.010528824952942295
2010-04-15,1.5187498200143417,1.3830349248741283,0.006966629743425919
2010-04-16,1.491585628170555,1.360266786039842,-0.01804777537823604
2010-04-19,1.4908621965734035,1.357896288106094,-0.0004851260769670714
2010-04-20,1.504925976985755,1.3715328233436261,0.009389104182203928
2010-04-21,1.5108807416916825,1.3735714756529454,0.003949041142611984
2010-04-22,1.5549095132045618,1.400402181676556,0.028724599452437664
2010-04-23,1.5447335685491537,1.3908700833925165,-0.006565905092522863
2010-04-26,1.568357328065254,1.404264203069429,0.015177335727023192
2010-04-27,1.5161128559530677,1.3725538247028461,-0.03387905585250839
2010-04-28,1.5033783888135899,1.3742722776575118,-0.008434892851004714
2010-04-29,1.5330698403046235,1.4007302678979423,0.019557321868418708
2010-04-30,1.4879963542167558,1.3708454802712522,-0.029841670298261045
2010-05-03,1.506696379621545,1.3920213821372787,0.012488939601165063
2010-05-04,1.4579535345156973,1.3524978996889352,-0.03288566199960212
2010-05-05,1.4422950172529303,1.331035738256654,-0.010798156795066256
2010-05-06,1.4109972387072798,1.2969447884484455,-0.021938890831451206
2010-05-07,1.3733071189400774,1.2547989928475043,-0.027074929337835237
2010-05-10,1.4505845427721675,1.3228579591558762,0.05474482139391626
2010-05-11,1.4470221737947597,1.3330118139755016,-0.0024588366166156585
2010-05-12,1.492613236578733,1.3716855208764585,0.031020662091068886
2010-05-13,1.4748613825423238,1.365011307321878,-0.01196442629230623
2010-05-14,1.4122771213504404,1.3221894624578487,-0.043360625743809396
2010-05-17,1.4300214557996564,1.3352148109291482,0.012486066733200706
2010-05-18,1.3921278893239726,1.311058733569019,-0.026856015818242644
2010-05-19,1.388935661427697,1.3097126022303083,-0.002295689556915281
2010-05-20,1.3378034230486011,1.2594226413805283,-0.03750870994411077
2010-05-21,1.36534299916599,1.280377955673059,0.020376645946889156
2010-05-24,1.357530339649965,1.266792315254647,-0.005738556242894471
2010-05-25,1.3707284456099695,1.2770334514578303,0.009675188358098802
2010-05-26,1.3598125483557784,1.2631358301334128,-0.007995452439826278
2010-05-27,1.4166690226505116,1.3107545584094527,0.04096149886220434
2010-05-28,1.40848408602258,1.3082699228219639,-0.005794347531291276
2010-06-01,1.3886398977914076,1.2857465050081167,-0.014189232330063766
2010-06-02,1.4225998912275584,1.3173241875391977,0.024161329374635332
2010-06-03,1.4312863465017058,1.327574760906398,0.006087476034033722
2010-06-04,1.3754363673803887,1.2706049060111675,-0.03980254378402424
2010-06-07,1.3486640669070633,1.2441642763326948,-0.019656516297731193
2010-06-08,1.3455865163349563,1.2410846997842127,-0.002284532780213355
2010-06-09,1.340099738152098,1.2442823607138374,-0.004085946946552437
2010-06-10,1.3876340482743208,1.2780554201808738,0.03485613043540825
2010-06-11,1.3994130635771354,1.296614758510679,0.008452735011968696
2010-06-14,1.4146260764940928,1.3040344850476102,0.010812330788332906
2010-06-15,1.4413799755622314,1.3343796166099096,0.01873573164882562
2010-06-16,1.4434672121962349,1.3472189384094055,0.0014470346939672938
2010-06-17,1.4603665828367516,1.3548486794348413,0.01163948249589633
2010-06-18,1.461083798536072,1.3520673807720869,0.0004909997536788185
2010-06-21,1.4319555523164116,1.3308230658952624,-0.02013745878492771
2010-06-22,1.4126150537775164,1.3143182142984977,-0.01359839435289445
2010-06-23,1.4114231475305055,1.3123584137204936,-0.0008441148627451746
2010-06-24,1.3804271810745183,1.2870084097394998,-0.02220551692402727
2010-06-25,1.3804982389879312,1.2910333945612276,5.1473982163653514e-05
2010-06-28,1.3811133996270175,1.2918474744480397,0.0004455084387712529
2010-06-29,1.318989075029569,1.2410239157714964,-0.04602439392141071
2010-06-30,1.2992659667260718,1.2316934625612748,-0.015066126800414371
2010-07-01,1.307718742115808,1.232854902603124,0.006484736881969326
2010-07-02,1.29723957280263,1.229456539208465,-0.008045599578690794
2010-07-06,1.3054015737517537,1.2316958712380148,0.006272111431520224
2010-07-07,1.3632301985072026,1.2758534735728535,0.04334631639461718
2010-07-08,1.3652522732109167,1.2778884243536965,0.0014821975805559464
2010-07-09,1.3713442734685624,1.2852947528762555,0.004452253134473945
2010-07-12,1.3838296661914964,1.2885739377511174,0.009063295727675008
2010-07-13,1.4057971149134476,1.306402246786087,0.015749707310561488
2010-07-14,1.4195019624455378,1.3186029848303193,0.009701595868217505
2010-07-15,1.4055435995207235,1.3082960545787474,-0.009881947819374523
2010-07-16,1.3702813592226624,1.2749653951159352,-0.02540804089867622
2010-07-19,1.384958479795035,1.285806965138139,0.01065407017573259
