,portfolio,market
2008-08-28,1.0,1.0
2008-08-29,1.0,1.0
2008-09-02,1.0,1.0
2008-09-03,1.0,1.0
2008-09-04,1.0,1.0
2008-09-05,1.0,1.0
2008-09-08,1.0,1.0
2008-09-09,1.0,1.0
2008-09-10,1.0,1.0
2008-09-11,1.0,1.0
2008-09-12,1.0,1.0
2008-09-15,1.0,1.0
2008-09-16,1.0,1.0
2008-09-17,1.0,1.0
2008-09-18,1.0,1.0
2008-09-19,1.0,1.0
2008-09-22,1.0,1.0
2008-09-23,1.0,1.0
2008-09-24,1.0,1.0
2008-09-25,1.0,1.0
2008-09-26,1.0,1.0
2008-09-29,1.0,1.0
2008-09-30,1.0,1.0
2008-10-01,1.0,1.0
2008-10-02,1.0,1.0
2008-10-03,1.0,1.0
2008-10-06,1.0,1.0
2008-10-07,1.0,1.0
2008-10-08,1.0,1.0
2008-10-09,1.0,1.0
2008-10-10,1.0,1.0
2008-10-13,1.0,1.0
2008-10-14,1.0,1.0
2008-10-15,1.0,1.0
2008-10-16,1.0,1.0
2008-10-17,1.0,1.0
2008-10-20,1.0,1.0
2008-10-21,1.0,1.0
2008-10-22,1.0,1.0
2008-10-23,1.0,1.0
2008-10-24,1.0,1.0
2008-10-27,1.0,1.0
2008-10-28,1.0,1.0
2008-10-29,1.0,1.0
2008-10-30,1.0,1.0
2008-10-31,1.0,1.0
2008-11-03,1.0,1.0
2008-11-04,1.0,1.0
2008-11-05,1.0,1.0
2008-11-06,1.0,1.0
2008-11-07,1.0,1.0
2008-11-10,1.0,1.0
2008-11-11,1.0,1.0
2008-11-12,1.0,1.0
2008-11-13,1.0,1.0
2008-11-14,1.0,1.0
2008-11-17,1.0,1.0
2008-11-18,1.0,1.0
2008-11-19,1.0,1.0
2008-11-20,1.0,1.0
2008-11-21,1.0,1.0
2008-11-24,1.0,1.0
2008-11-25,1.0,1.0
2008-11-26,1.0,1.0
2008-11-28,1.0,1.0
2008-12-01,1.0,1.0
2008-12-02,1.0,1.0
2008-12-03,1.0,1.0
2008-12-04,1.0,1.0
2008-12-05,1.0,1.0
2008-12-08,1.0,1.0
2008-12-09,1.0,1.0
2008-12-10,1.0,1.0
2008-12-11,1.0,1.0
2008-12-12,1.0,1.0
2008-12-15,1.0,1.0
2008-12-16,1.0,1.0
2008-12-17,1.0,1.0
2008-12-18,1.0,1.0
2008-12-19,1.0,1.0
2008-12-22,1.0,1.0
2008-12-23,1.0,1.0
2008-12-24,1.0,1.0
2008-12-26,1.0,1.0
2008-12-29,1.0,1.0
2008-12-30,1.0,1.0
2008-12-31,1.0,1.0
2009-01-02,1.0,1.0
2009-01-05,1.0,1.0
2009-01-06,1.0,1.0
2009-01-07,1.0,1.0
2009-01-08,1.0,1.0
2009-01-09,1.0,1.0
2009-01-12,1.0,1.0
2009-01-13,1.0,1.0
2009-01-14,1.0,1.0
2009-01-15,1.0,1.0
2009-01-16,1.0,1.0
2009-01-20,1.0,1.0
2009-01-21,1.0,1.0
2009-01-22,1.0,1.0
2009-01-23,1.0,1.0
2009-01-26,1.0,1.0
2009-01-27,1.0,1.0
2009-01-28,1.0,1.0
2009-01-29,1.0,1.0
2009-01-30,1.0,1.0
2009-02-02,1.0,1.0
2009-02-03,1.0,1.0
2009-02-04,1.0,1.0
2009-02-05,1.0,1.0
2009-02-06,1.0,1.0
2009-02-09,1.0,1.0
2009-02-10,1.0,1.0
2009-02-11,1.0,1.0
2009-02-12,1.0,1.0
2009-02-13,1.0,1.0
2009-02-17,1.0,1.0
2009-02-18,1.0,1.0
2009-02-19,1.0,1.0
2009-02-20,1.0,1.0
2009-02-23,1.0,1.0
2009-02-24,1.0,1.0
2009-02-25,1.0,1.0
2009-02-26,1.0,1.0
2009-02-27,1.0,1.0
2009-03-02,1.0,1.0
2009-03-03,1.0,1.0
2009-03-04,1.0,1.0
2009-03-05,1.0,1.0
2009-03-06,1.0,1.0
2009-03-09,1.0,1.0
2009-03-10,1.0,1.0
2009-03-11,1.0,1.0
2009-03-12,1.0,1.0
2009-03-13,1.0,1.0
2009-03-16,1.0,1.0
2009-03-17,1.0,1.0
2009-03-18,1.0,1.0
2009-03-19,1.0,1.0
2009-03-20,1.0,1.0
2009-03-23,1.0,1.0
2009-03-24,1.0,1.0
2009-03-25,1.0,1.0
2009-03-26,1.0,1.0
2009-03-27,1.0,1.0
2009-03-30,1.0,1.0
2009-03-31,1.0,1.0
2009-04-01,1.0,1.0
2009-04-02,1.0,1.0
2009-04-03,1.0,1.0
2009-04-06,1.0,1.0
2009-04-07,1.0,1.0
2009-04-08,1.0,1.0
2009-04-09,1.0,1.0
2009-04-13,1.0,1.0
2009-04-14,1.0,1.0
2009-04-15,1.0,1.0
2009-04-16,1.0,1.0
2009-04-17,1.0,1.0
2009-04-20,1.0,1.0
2009-04-21,1.0,1.0
2009-04-22,1.0,1.0
2009-04-23,1.0,1.0
2009-04-24,1.0,1.0
2009-04-27,1.0,1.0
2009-04-28,1.0,1.0
2009-04-29,1.0,1.0
2009-04-30,1.0,1.0
2009-05-01,1.0,1.0
2009-05-04,1.0,1.0
2009-05-05,1.0,1.0
2009-05-06,1.0,1.0
2009-05-07,1.0,1.0
2009-05-08,1.0,1.0
2009-05-11,1.0,1.0
2009-05-12,1.0,1.0
2009-05-13,1.0,1.0
2009-05-14,1.0,1.0
2009-05-15,1.0,1.0
2009-05-18,1.0,1.0
2009-05-19,1.0,1.0
2009-05-20,1.0,1.0
2009-05-21,1.0,1.0
2009-05-22,1.0,1.0
2009-05-26,1.0,1.0
2009-05-27,1.0,1.0
2009-05-28,1.0,1.0
2009-05-29,1.0,1.0
2009-06-01,1.0,1.0
2009-06-02,1.0,1.0
2009-06-03,1.0,1.0
2009-06-04,1.0,1.0
2009-06-05,1.0,1.0
2009-06-08,1.0,1.0
2009-06-09,1.0,1.0
2009-06-10,1.0,1.0
2009-06-11,1.0,1.0
2009-06-12,1.0,1.0
2009-06-15,1.0,1.0
2009-06-16,1.0,1.0
2009-06-17,1.0,1.0
2009-06-18,1.0,1.0
2009-06-19,1.0,1.0
2009-06-22,1.0,1.0
2009-06-23,1.0,1.0
2009-06-24,1.0,1.0
2009-06-25,1.0,1.0
2009-06-26,1.0,1.0
2009-06-29,1.0,1.0
2009-06-30,1.0,1.0
2009-07-01,1.0,1.0
2009-07-02,1.0,1.0
2009-07-06,1.0,1.0
2009-07-07,1.0,1.0
2009-07-08,1.0,1.0
2009-07-09,1.0,1.0
2009-07-10,1.0,1.0
2009-07-13,1.0,1.0
2009-07-14,1.0,1.0
2009-07-15,1.0,1.0
2009-07-16,1.0,1.0
2009-07-17,1.0,1.0
2009-07-20,1.0,1.0
2009-07-21,1.0,1.0
2009-07-22,1.0,1.0
2009-07-23,1.0,1.0
2009-07-24,1.0,1.0
2009-07-27,1.0,1.0
2009-07-28,1.0,1.0
2009-07-29,1.0,1.0
2009-07-30,1.0,1.0
2009-07-31,1.0,1.0
2009-08-03,1.0,1.0
2009-08-04,1.0,1.0
2009-08-05,1.0,1.0
2009-08-06,1.0,1.0
2009-08-07,1.0,1.0
2009-08-10,1.0,1.0
2009-08-11,1.0,1.0
2009-08-12,1.0,1.0
2009-08-13,1.0,1.0
2009-08-14,1.0,1.0
2009-08-17,1.0,1.0
2009-08-18,1.0,1.0
2009-08-19,1.0,1.0
2009-08-20,1.0,1.0
2009-08-21,1.0,1.0
2009-08-24,1.0,1.0
2009-08-25,1.0,1.0
2009-08-26,1.0,1.0
2009-08-27,1.0,1.0
2009-08-28,1.0,1.0
2009-08-31,1.0,1.0
2009-09-01,1.0,1.0
2009-09-02,1.0,1.0
2009-09-03,1.0,1.0
2009-09-04,1.0,1.0
2009-09-08,1.0,1.0
2009-09-09,1.0,1.0
2009-09-10,1.0,1.0
2009-09-11,1.0,1.0
2009-09-14,1.0,1.0
2009-09-15,1.0,1.0
2009-09-16,1.0,1.0
2009-09-17,1.0,1.0
2009-09-18,1.0,1.0
2009-09-21,1.0,1.0
2009-09-22,1.0,1.0
2009-09-23,1.0,1.0
2009-09-24,1.0,1.0
2009-09-25,1.0,1.0
2009-09-28,1.0,1.0
2009-09-29,1.0,1.0
2009-09-30,1.0,1.0
2009-10-01,1.0,1.0
2009-10-02,1.0,1.0
2009-10-05,1.0,1.0
2009-10-06,1.0,1.0
2009-10-07,1.0,1.0
2009-10-08,1.0,1.0
2009-10-09,1.0,1.0
2009-10-12,1.0,1.0
2009-10-13,1.0,1.0
2009-10-14,1.0,1.0
2009-10-15,1.0,1.0
2009-10-16,1.0,1.0
2009-10-19,1.0,1.0
2009-10-20,1.0,1.0
2009-10-21,1.0,1.0
2009-10-22,1.0,1.0
2009-10-23,1.0,1.0
2009-10-26,1.0,1.0
2009-10-27,1.0,1.0
2009-10-28,1.0,1.0
2009-10-29,1.0,1.0
2009-10-30,1.0,1.0
2009-11-02,1.0,1.0
2009-11-03,1.0,1.0
2009-11-04,1.0,1.0
2009-11-05,1.0,1.0
2009-11-06,1.0,1.0
2009-11-09,1.0,1.0
2009-11-10,1.0,1.0
2009-11-11,1.0,1.0
2009-11-12,1.0,1.0
2009-11-13,1.0,1.0
2009-11-16,1.0,1.0
2009-11-17,1.0,1.0
2009-11-18,1.0,1.0
2009-11-19,1.0,1.0
2009-11-20,1.0,1.0
2009-11-23,1.0,1.0
2009-11-24,1.0,1.0
2009-11-25,1.0,1.0
2009-11-27,1.0,1.0
2009-11-30,1.0,1.0
2009-12-01,1.0,1.0
2009-12-02,1.0,1.0
2009-12-03,1.0,1.0
2009-12-04,1.0,1.0
2009-12-07,1.0,1.0
2009-12-08,1.0,1.0
2009-12-09,1.0,1.0
2009-12-10,1.0,1.0
2009-12-11,1.0,1.0
2009-12-14,1.0,1.0
2009-12-15,1.0,1.0
2009-12-16,1.0,1.0
2009-12-17,1.0,1.0
2009-12-18,1.0,1.0
2009-12-21,1.0,1.0
2009-12-22,1.0,1.0
2009-12-23,1.0,1.0
2009-12-24,1.0,1.0
2009-12-28,1.0,1.0
2009-12-29,1.0,1.0
2009-12-30,1.0,1.0
2009-12-31,1.0,1.0
2010-01-04,1.0,1.0
2010-01-05,1.0,1.0
2010-01-06,1.0,1.0
2010-01-07,1.0,1.0
2010-01-08,1.0,1.0
2010-01-11,1.0,1.0
2010-01-12,1.0,1.0
2010-01-13,1.0,1.0
2010-01-14,1.0,1.0
2010-01-15,1.0,1.0
2010-01-19,1.0,1.0
2010-01-20,1.0,1.0
2010-01-21,1.0,1.0
2010-01-22,1.0,1.0
2010-01-25,1.0,1.0
2010-01-26,1.0,1.0
2010-01-27,1.0,1.0
2010-01-28,1.0,1.0
2010-01-29,1.0,1.0
2010-02-01,1.0,1.0
2010-02-02,1.0,1.0
2010-02-03,1.0,1.0
2010-02-04,1.0,1.0
2010-02-05,1.0,1.0
2010-02-08,1.0,1.0
2010-02-09,1.0,1.0
2010-02-10,1.0,1.0
2010-02-11,1.0,1.0
2010-02-12,1.0,1.0
2010-02-16,1.0,1.0
2010-02-17,1.0,1.0
2010-02-18,1.0,1.0
2010-02-19,1.0,1.0
2010-02-22,1.0,1.0
2010-02-23,1.0,1.0
2010-02-24,1.0,1.0
2010-02-25,1.0,1.0
2010-02-26,1.0,1.0
2010-03-01,1.0,1.0
2010-03-02,1.0,1.0
2010-03-03,1.0,1.0
2010-03-04,1.0,1.0
2010-03-05,1.0,1.0
2010-03-08,1.0,1.0
2010-03-09,1.0,1.0
2010-03-10,1.0,1.0
2010-03-11,1.0,1.0
2010-03-12,1.0,1.0
2010-03-15,1.0,1.0
2010-03-16,1.0,1.0
2010-03-17,1.0,1.0
2010-03-18,1.0,1.0
2010-03-19,1.0,1.0
2010-03-22,1.0,1.0
2010-03-23,1.0,1.0
2010-03-24,1.0,1.0
2010-03-25,1.0,1.0
2010-03-26,1.0,1.0
2010-03-29,1.0,1.0
2010-03-30,1.0,1.0
2010-03-31,1.0,1.0
2010-04-01,1.0,1.0
2010-04-05,1.0,1.0
2010-04-06,1.0,1.0
2010-04-07,1.0,1.0
2010-04-08,1.0,1.0
2010-04-09,1.0,1.0
2010-04-12,1.0,1.0
2010-04-13,1.0,1.0
2010-04-14,1.0,1.0
2010-04-15,1.0,1.0
2010-04-16,1.0,1.0
2010-04-19,1.0,1.0
2010-04-20,1.0,1.0
2010-04-21,1.0,1.0
2010-04-22,1.0,1.0
2010-04-23,1.0,1.0
2010-04-26,1.0,1.0
2010-04-27,1.0,1.0
2010-04-28,1.0,1.0
2010-04-29,1.0,1.0
2010-04-30,1.0,1.0
2010-05-03,1.0,1.0
2010-05-04,1.0,1.0
2010-05-05,1.0,1.0
2010-05-06,1.0,1.0
2010-05-07,1.0,1.0
2010-05-10,1.0,1.0
2010-05-11,1.0,1.0
2010-05-12,1.0,1.0
2010-05-13,1.0,1.0
2010-05-14,1.0,1.0
2010-05-17,1.0,1.0
2010-05-18,1.0,1.0
2010-05-19,1.0,1.0
2010-05-20,1.0,1.0
2010-05-21,1.0,1.0
2010-05-24,1.0,1.0
2010-05-25,1.0,1.0
2010-05-26,1.0050455626483568,1.0020705386653894
2010-05-27,1.0416339773730505,1.034774710303164
2010-05-28,1.0290458978270207,1.0193443388943555
2010-06-01,1.0022752320025494,0.9997971888666283
2010-06-02,1.0231207631659467,1.024279249152795
2010-06-03,1.0366800993939203,1.03351458211591
2010-06-04,0.9895904623007624,0.9976530152284496
2010-06-07,0.9721613419942542,0.9791239459766451
2010-06-08,0.983905051165298,0.985700063485493
2010-06-09,0.9817307081415341,0.986232042429038
2010-06-10,1.013003499472627,1.0154170370551352
2010-06-11,1.025643659650284,1.0253295601977734
2010-06-14,1.0274557590849416,1.027164474840364
2010-06-15,1.0526670420199258,1.0534769121461127
2010-06-16,1.0582321704239135,1.0552986904590618
2010-06-17,1.0575811340091776,1.0569646588533346
2010-06-18,1.0621486870994417,1.060767424898045
2010-06-21,1.0555999788552133,1.0560996754099792
2010-06-22,1.0254496171746568,1.0364221011247299
2010-06-23,1.0244599220499782,1.0308142384185672
2010-06-24,1.0035521481129974,1.017777705568556
2010-06-25,1.003299411023882,1.0268798381899846
2010-06-28,1.0188790599802418,1.0270023120869696
2010-06-29,0.9657966329657959,0.9938161473480037
2010-06-30,0.9628152575337633,0.9799275812139715
2010-07-01,0.9630039348806935,0.9791568295219114
2010-07-02,0.9584793688548212,0.9748297475967701
2010-07-06,0.9692971263799325,0.9768112320355974
2010-07-07,1.014092693937113,1.0082920150977803
2010-07-08,1.0315876629562328,1.0200485422189955
2010-07-09,1.0410888395998366,1.0291457288870338
2010-07-12,1.0354114667255199,1.0260477852921002
2010-07-13,1.0578732788581446,1.0514667666834094
2010-07-14,1.0588324089916605,1.0482749850993218
2010-07-15,1.057158689609319,1.0502132350580526
2010-07-16,1.030537626188932,1.0199232813208392
2010-07-19,1.039271670075826,1.0275027196830304
2010-07-20,1.0607689931587077,1.0395234744418804
2010-07-21,1.0394381648281088,1.0317424604204608
2010-07-22,1.0827180521915865,1.0658241662218257
2010-07-23,1.0963287937137518,1.0833844029406554
2010-07-26,1.1195153765251324,1.098169758517912
2010-07-27,1.1114186427570982,1.0910841217386484
2010-07-28,1.1038755285176034,1.0811169399048635
2010-07-29,1.1055462207636502,1.0779453381887354
2010-07-30,1.1030175348398825,1.077598086302101
2010-08-02,1.128328773999923,1.0974835992661325
2010-08-03,1.0949683792621068,1.0810715695412054
2010-08-04,1.1126331034746098,1.0933927836337238
2010-08-05,1.1206565055995177,1.0924834614341872
2010-08-06,1.094487164843607,1.0806255327058187
2010-08-09,1.1090157472572193,1.0928852368333264
2010-08-10,1.0999193738680664,1.0798229189058501
2010-08-11,1.0642455421044523,1.0464671030495096
2010-08-12,1.0566825725715339,1.0457572065926608
2010-08-13,1.0583543090303245,1.0434699644503342
2010-08-16,1.065894624534581,1.0422325665025316
2010-08-17,1.0799533966539152,1.0584119835246477
2010-08-18,1.0867671022563112,1.0629857771602649
2010-08-19,1.0585532890057154,1.0406229024937947
2010-08-20,1.0510766986552285,1.0347018000845036
2010-08-23,1.0304282467828798,1.022614283423181
2010-08-24,1.0100370338277345,1.0131248296181437
2010-08-25,1.0119183640445788,1.0176114834966696
2010-08-26,0.9964437959221535,1.010443763083685
2010-08-27,1.0125615226502942,1.0261440449770747
2010-08-30,0.995078206103707,1.0107617904617099
2010-08-31,1.0019439204510119,1.0125521516648872
2010-09-01,1.0330923660457763,1.0423338369893107
2010-09-02,1.0488929979276391,1.0555453260699201
2010-09-03,1.0681470616469815,1.0689200651262485
2010-09-07,1.0452160009620484,1.054253558662244
2010-09-08,1.0443132064912894,1.0562168327958676
2010-09-09,1.0583617840036994,1.0691012617151983
2010-09-10,1.0564903786723268,1.0684391791326076
2010-09-13,1.0772858126748217,1.0852245998932375
2010-09-14,1.0826560609767948,1.0880656431433817
2010-09-15,1.0857871490075899,1.0952352216764667
2010-09-16,1.0646064685971592,1.0905522021760987
2010-09-17,1.0591782489631356,1.0932419791612078
2010-09-20,1.0788818593325504,1.1139522507826973
2010-09-21,1.0902577693157753,1.1135289033102846
2010-09-22,1.0777680187527874,1.09222560958784
2010-09-23,1.054130178105475,1.0786990520142425
2010-09-24,1.069736203047781,1.0952507449234175
2010-09-27,1.0832536717565244,1.0977330220621784
2010-09-28,1.0957953677083792,1.1051353532794819
2010-09-29,1.093869412543813,1.1068968395285548
2010-09-30,1.08967860423628,1.1052424055100627
2010-10-01,1.0849854054740506,1.1118276251522574
2010-10-04,1.0758771215320628,1.0993037507267138
2010-10-05,1.0987510988944638,1.1197787195545212
2010-10-06,1.0968033615779922,1.12786200442866
2010-10-07,1.0762681558704275,1.1342515046421935
2010-10-08,1.0973197084817736,1.1354329159827137
2010-10-11,1.0891626369720087,1.1342525380214532
2010-10-12,1.0963250186138398,1.13860289586948
2010-10-13,1.1017926768412856,1.1471573313600065
2010-10-14,1.1064729627204983,1.1443450029226248
2010-10-15,1.0990613620331884,1.1459634080357455
2010-10-18,1.1061392483948316,1.1470532227851373
2010-10-19,1.0886860537048395,1.1340728026305065
2010-10-20,1.1108268926799416,1.1500599557638
2010-10-21,1.1168600188446531,1.1552337239553399
2010-10-22,1.1244440836566194,1.1599559149361784
2010-10-25,1.1313591051065222,1.1645551475323686
2010-10-26,1.1332511594675585,1.1621369255912584
2010-10-27,1.1494626732951614,1.1632221400834206
2010-10-28,1.1531054747956073,1.160869133673456
2010-10-29,1.1546736943899694,1.1638072527019123
2010-11-01,1.149902948447781,1.162963630230352
2010-11-02,1.1619737887238542,1.1752450569143609
2010-11-03,1.1688696230419204,1.1795829439730907
2010-11-04,1.1916865870558624,1.2043750649653722
2010-11-05,1.1843268846947013,1.202185675929233
2010-11-08,1.1951101810025415,1.203488199016438
2010-11-09,1.1753259630209476,1.1940420520666786
2010-11-10,1.1830889806551255,1.204145586240365
2010-11-11,1.174933827887444,1.197725275563861
2010-11-12,1.1560946059919792,1.1804093679340524
2010-11-15,1.1605954780547267,1.1849160051107164
2010-11-16,1.152027705407349,1.1717740213110284
2010-11-17,1.147849384039728,1.1715541538860743
2010-11-18,1.167745945102194,1.1831565813796248
2010-11-19,1.1725854255844659,1.1857375152316743
2010-11-22,1.1772600086114096,1.189161667608263
2010-11-23,1.1544754267983819,1.1719657468529319
2010-11-24,1.176739228685147,1.1919055487200803
2010-11-26,1.1591893437272687,1.1852424566267725
2010-11-29,1.160269036679042,1.1834378539078487
2010-11-30,1.1518175471881333,1.182916116260682
2010-12-01,1.1737286258949033,1.2045213803272539
2010-12-02,1.1857833581280097,1.2156793295663708
2010-12-03,1.1980697508951286,1.2248598912931565
2010-12-06,1.192954678805603,1.2293916718777185
2010-12-07,1.1857648465101351,1.2253551595232957
2010-12-08,1.192661930567084,1.2242147730829032
2010-12-09,1.2061071076928864,1.226461704241771
2010-12-10,1.2161727679326346,1.23808983562905
2010-12-13,1.2038040131962588,1.2309410034918684
2010-12-14,1.1985520825757636,1.2327008360081841
2010-12-15,1.1992997818141193,1.223664654223992
2010-12-16,1.2042467253679383,1.2298984962185524
2010-12-17,1.2130708329611397,1.240246967659717
2010-12-20,1.2212778556874564,1.2424284479828616
2010-12-21,1.2343612335660024,1.2542391089009548
2010-12-22,1.2439071272735833,1.2535849868747104
2010-12-23,1.2338211145698428,1.2481285556481125
2010-12-27,1.2300249346516001,1.2480848822606305
2010-12-28,1.2303831426421301,1.2448549866830543
2010-12-29,1.2344483588088169,1.249387387863687
2010-12-30,1.2311073808590116,1.245427267981913
2010-12-31,1.2236394585779928,1.23877208310278
2011-01-03,1.2426796217070541,1.249299785000014
2011-01-04,1.2322508060343744,1.2378515359041857
2011-01-05,1.2357458743450045,1.2432992544215031
2011-01-06,1.236583410247918,1.2422146868067943
2011-01-07,1.250432653203878,1.2493937639365293
2011-01-10,1.2420997260262694,1.2447718831148467
2011-01-11,1.2403255368872057,1.2472235947332029
2011-01-12,1.2579119679572477,1.2661453460995842
2011-01-13,1.2639896750750783,1.2654201976729378
2011-01-14,1.2613246398947757,1.2702053850258204
2011-01-18,1.2457226035223936,1.2694080659599312
2011-01-19,1.236816854209513,1.2578058646626487
2011-01-20,1.233169312794974,1.2553291855955688
2011-01-21,1.218344774250875,1.2556073706567488
2011-01-24,1.23231979916304,1.2657130228493527
2011-01-25,1.2353776638656662,1.2681901387171033
2011-01-26,1.231666325915299,1.2750236248579232
2011-01-27,1.2401411299930256,1.2782926848428051
2011-01-28,1.208345561100757,1.2518147030659694
2011-01-31,1.2121423695637108,1.2600793152827876
2011-02-01,1.2522233072075786,1.2803727165457648
2011-02-02,1.2283677571497766,1.2690885771021325
2011-02-03,1.2224999185918821,1.2700888444175435
2011-02-04,1.2423980107344932,1.2782788606346034
2011-02-07,1.2526325134359335,1.2847331253173468
2011-02-08,1.2541302621477135,1.2867656544947415
2011-02-09,1.2439905941176994,1.282170948262292
2011-02-10,1.2089014693547022,1.2744626262841627
2011-02-11,1.2251455322726779,1.2832951307794342
2011-02-14,1.2341276493301656,1.2833632357350526
2011-02-15,1.2342038324081124,1.2811581827784895
2011-02-16,1.2389491489793858,1.2934708056948914
2011-02-17,1.2546727716461346,1.2992582678155968
2011-02-18,1.2502512039348128,1.2987555255885725
2011-02-22,1.2119789787263882,1.2669856119486533
2011-02-23,1.1850088414400926,1.2454682217186426
2011-02-24,1.187958475431036,1.2488905764452025
2011-02-25,1.2115845876754536,1.2681352548708895
2011-02-28,1.2206390079082747,1.2712995225864716
2011-03-01,1.1881152256895777,1.2521268683196773
2011-03-02,1.1805285802567147,1.2535815883140107
2011-03-03,1.2123245314614877,1.2837365056602132
2011-03-04,1.2099707577000487,1.2806467614349661
2011-03-07,1.1867998156280417,1.2639760368140778
2011-03-08,1.217610495977514,1.2839736480888309
2011-03-09,1.2110294696506594,1.2814070791518397
2011-03-10,1.2020107786553296,1.2626501274137605
2011-03-11,1.2036132638474282,1.268157904334696
2011-03-14,1.1856654672946365,1.2615305397001042
2011-03-15,1.1574101374483012,1.2418516268098094
2011-03-16,1.1365674046957843,1.2207775686986524
2011-03-17,1.129038101364518,1.2210730220197505
2011-03-18,1.1537523819667257,1.2363164819340822
2011-03-21,1.1805622239660285,1.258403781035048
2011-03-22,1.1751878619895635,1.253770918542493
2011-03-23,1.1800609922780132,1.2547150296012963
2011-03-24,1.1900251589133781,1.2699290482592198
2011-03-25,1.1927567079268069,1.2770043435246519
2011-03-28,1.1929633288313521,1.274941423614316
2011-03-29,1.1954138296829464,1.2806420646390075
2011-03-30,1.2042527067650195,1.2901840299268579
2011-03-31,1.2047858414333983,1.2977499786342406
2011-04-01,1.2072333104899202,1.3061062431612027
2011-04-04,1.2125308745067997,1.3093841224766876
2011-04-05,1.2116639378340384,1.3099201841867538
2011-04-06,1.2327339385183262,1.31627523389575
2011-04-07,1.21706778430093,1.3106242212379728
2011-04-08,1.1966615290886762,1.2989917867165965
2011-04-11,1.196832195222817,1.2983061414573545
2011-04-12,1.2037805227405485,1.2918319937642504
2011-04-13,1.1920969754321564,1.2886112988325782
2011-04-14,1.188159161604533,1.2853522805680635
2011-04-15,1.1916893615807789,1.2872053087338635
2011-04-18,1.1833701103879173,1.2759364764212273
2011-04-19,1.1879662371062545,1.2808441821702086
2011-04-20,1.204049107701517,1.310242639613156
2011-04-21,1.2067134551973213,1.3140337988118502
2011-04-25,1.2033829819748127,1.317271468836352
2011-04-26,1.2233709416081229,1.3250550273090487
2011-04-27,1.2465451539924806,1.3367963521422013
2011-04-28,1.2665656732466661,1.3464858737286138
2011-04-29,1.2629282794270942,1.3481226015920527
2011-05-02,1.2615360578870394,1.3464833275626564
2011-05-03,1.2679845527301912,1.339778807159283
2011-05-04,1.2579931146342596,1.3259457695559014
2011-05-05,1.264974946137041,1.3252444497290823
2011-05-06,1.2737608053525644,1.3324499551467048
2011-05-09,1.2726704001531826,1.3417813121617064
2011-05-10,1.2806752908515813,1.3573965495669367
2011-05-11,1.2747131903335258,1.3573475350037172
2011-05-12,1.2885231342946375,1.363862684337719
2011-05-13,1.2714951152649645,1.3541643277162094
2011-05-16,1.257060581292842,1.3388223458578434
2011-05-17,1.263081506532807,1.3398927906241154
2011-05-18,1.2436580778264856,1.344245446610383
2011-05-19,1.2561527036782616,1.3387936636167028
2011-05-20,1.2449832002004004,1.3306329901977076
2011-05-23,1.2251667549939362,1.3112069887091715
2011-05-24,1.2205814720393182,1.305638211395281
2011-05-25,1.2224528410037445,1.3117662568960229
2011-05-26,1.2272819136856816,1.319718236789688
2011-05-27,1.2138225413239097,1.3182575832246546
2011-05-31,1.2317921691754756,1.333891377382195
2011-06-01,1.2075727136283716,1.3050908922040088
2011-06-02,1.2091349728077987,1.304165543458514
2011-06-03,1.1934275824623233,1.2861182963122586
2011-06-06,1.1759321526395614,1.2750066570237122
